word	count
furniture	2
fridge	2
freely	2
foot	2
floor	2
float	2
fix	2
five	2
fishing	2
fine	2
fight	2
field	2
feel	2
fed	2
extremely	2
expensive	2
even	2
enjoys	2
ended	2
emerged	2
elated	2
eds	2
eaten	2
dug	2
due	2
dry	2
drums	2
drinking	2
doctors	2
dmv	2
disneyland	2
disgusted	2
disgust	2
dirty	2
dirt	2
diary	2
demanded	2
deleted	2
degree	2
decorate	2
dead	2
davids	2
dark	2
dans	2
cut	2
cups	2
coworker	2
cow	2
cousins	2
couch	2
corn	2
confronted	2
complimented	2
comfortable	2
college	2
cold	2
clubs	2
club	2
climb	2
cleaners	2
city	2
cheese	2
cereal	2
celebrate	2
cd	2
casserole	2
cards	2
camping	2
calmly	2
cafe	2
brought	2
breath	2
boys	2
bowling	2
bowl	2
bother	2
boots	2
bite	2
bills	2
bench	2
believe	2
bees	2
battery	2
basketball	2
barbecue	2
bananas	2
baked	2
bag	2
babysitter	2
awoke	2
attend	2
ask	2
apply	2
apologized	2
annoyed	2
anger	2
amys	2
america	2
ambulance	2
amazing	2
allowed	2
allergic	2
algebra	2
alaska	2
afterward	2
afternoon	2
afford	2
across	2
accepted	2
zebras	1
yes	1
yelp	1
yells	1
years	1
yawned	1
yaos	1
xylophone	1
writer	1
write	1
wrestled	1
wouldnt	1
worry	1
word	1
wondering	1
womans	1
wishes	1
winter	1
winning	1
wings	1
wine	1
wildflowers	1
wild	1
wide	1
whether	1
wheels	1
wheel	1
whatever	1
welcome	1
weeks	1
weeds	1
wealthy	1
wasted	1
waste	1
washed	1
wars	1
warning	1
warm	1
waltons	1
wallet	1
wall	1
walks	1
waiting	1
wagon	1
voting	1
volcano	1
visited	1
vision	1
viruses	1
violent	1
violations	1
village	1
videogame	1
vianna	1
vet	1
veggie	1
vacuum	1
use	1
us	1
upgrade	1
untied	1
unraveled	1
unplugged	1
unmotivated	1
university	1
universal	1
uninformative	1
uniforms	1
uniform	1
unfriendly	1
uneventful	1
unemployed	1
umbrella	1
twenty	1
twelve	1
tuxedo	1
turkey	1
tunes	1
tune	1
tuna	1
tumbling	1
tuie	1
tshirt	1
true	1
trophy	1
trim	1
trekking	1
treats	1
treated	1
treat	1
traveling	1
travel	1
transit	1
training	1
trade	1
tracys	1
toys	1
toy	1
towel	1
toward	1
total	1
toss	1
toronto	1
toothache	1
tools	1
toe	1
today	1
toaster	1
toast	1
tires	1
tire	1
tips	1
tiny	1
times	1
tie	1
tias	1
throat	1
thrift	1
thoughtless	1
thoroughly	1
thirteen	1
thing	1
theatre	1
theaters	1
theater	1
thanks	1
texts	1
texted	1
terror	1
terribly	1
tennis	1
tempting	1
temper	1
telling	1
teller	1
television	1
technician	1
tears	1
teapot	1
teammates	1
tay	1
taxi	1
taught	1
tasting	1
taras	1
tantrum	1
tanning	1
tamales	1
tall	1
talked	1
taking	1
tail	1
swung	1
swollen	1
swimmer	1
sweet	1
sweaty	1
swatted	1
swan	1
swam	1
swallowed	1
suv	1
suspended	1
suspected	1
sushi	1
survivors	1
survived	1
surprise	1
surgical	1
surfed	1
surfboard	1
sure	1
supported	1
support	1
supplies	1
suns	1
sundaes	1
sundae	1
sun	1
sullivans	1
suitcase	1
suit	1
suggesting	1
successfully	1
success	1
succeeded	1
subscription	1
stung	1
stuffers	1
study	1
studios	1
stud	1
struggled	1
stronger	1
strokes	1
stroked	1
stripped	1
strike	1
streets	1
stray	1
strap	1
strangers	1
strange	1
straight	1
stormed	1
stories	1
stops	1
stool	1
stones	1
stocked	1
stepping	1
stepped	1
step	1
steam	1
stealing	1
staying	1
station	1
starved	1
starbucks	1
standing	1
stamina	1
stained	1
spying	1
sprout	1
sprinting	1
sprinkles	1
spring	1
sports	1
sport	1
spoiled	1
splashed	1
spirits	1
spines	1
spin	1
spilled	1
speeding	1
speed	1
special	1
speaker	1
spat	1
sparkling	1
souvenirs	1
sounded	1
sore	1
someone	1
someday	1
somebody	1
solo	1
solid	1
soil	1
soberly	1
snuck	1
snowman	1
snowing	1
snowboarding	1
snazzy	1
snacks	1
smoking	1
smoke	1
smiths	1
smiled	1
smelly	1
smartphone	1
smart	1
sloppy	1
slept	1
slapped	1
skyscraper	1
skivvies	1
skilled	1
skiing	1
skating	1
skateboarded	1
skate	1
situation	1
sisterinlaw	1
sip	1
sightseeing	1
sight	1
sidewalk	1
side	1
sicily	1
shuffled	1
shuffle	1
shrugged	1
shredded	1
shows	1
shower	1
shovel	1
shouted	1
shouldnt	1
shortly	1
shoplift	1
shook	1
shoelaces	1
shivering	1
ships	1
shelter	1
shelf	1
sheepishly	1
shaving	1
sharks	1
shaped	1
sew	1
set	1
serving	1
serve	1
separated	1
sega	1
seeing	1
seedy	1
secretary	1
secret	1
seat	1
searched	1
seagulls	1
sea	1
sculpture	1
scream	1
scratching	1
scratched	1
scrambled	1
score	1
scooped	1
science	1
schoolyard	1
schedule	1
scary	1
scared	1
saying	1
saved	1
sausage	1
sauna	1
saucer	1
satisfaction	1
satanism	1
sarahs	1
santa	1
sank	1
sandals	1
salve	1
salt	1
sallys	1
sales	1
saks	1
sailor	1
sailing	1
safely	1
sacrificed	1
rwx	1
rustic	1
rushed	1
ruined	1
rugby	1
rudys	1
rudeness	1
rude	1
rounds	1
roses	1
root	1
roof	1
ronalds	1
romania	1
rolls	1
rolling	1
rolled	1
roll	1
rode	1
roasted	1
roam	1
roads	1
roadies	1
road	1
rival	1
ripped	1
rip	1
ring	1
riddled	1
rico	1
ribbon	1
rewarding	1
rewarded	1
review	1
reunion	1
responsible	1
resort	1
reservations	1
resented	1
researched	1
rescued	1
repulsed	1
reported	1
replace	1
repaying	1
rented	1
rent	1
removing	1
reminded	1
remembered	1
remember	1
remarked	1
relished	1
rejoiced	1
reinstalled	1
rehearsed	1
regretted	1
refusing	1
refers	1
reference	1
redecorated	1
recruiter	1
record	1
reconciled	1
recommend	1
recklessly	1
reckless	1
recipe	1
recalled	1
reattached	1
reasonable	1
reason	1
realizes	1
ready	1
read	1
reaction	1
reached	1
rays	1
rappers	1
rap	1
raised	1
raining	1
raffle	1
racket	1
racing	1
races	1
race	1
rabbits	1
quiz	1
quitting	1
quietly	1
quiet	1
questions	1
question	1
quest	1
quality	1
putting	1
purse	1
purple	1
puppy	1
puppies	1
punishment	1
pumpkins	1
pumpkin	1
pulling	1
pulled	1
pull	1
publisher	1
proudly	1
property	1
promise	1
prom	1
progress	1
programs	1
program	1
profit	1
professional	1
products	1
procedure	1
prizes	1
prize	1
private	1
prison	1
print	1
principal	1
pride	1
presents	1
prescription	1
prepare	1
prefers	1
prefer	1
precious	1
powerful	1
power	1
pour	1
potato	1
poster	1
possible	1
possibility	1
possession	1
position	1
popsicles	1
popped	1
pop	1
poop	1
pong	1
pollys	1
point	1
planted	1
planner	1
planned	1
placed	1
pixels	1
pit	1
ping	1
pinched	1
pinch	1
pinball	1
pilots	1
pillow	1
pilgrims	1
pile	1
pigeons	1
piercing	1
piece	1
picnics	1
pickles	1
picked	1
pharmacy	1
perfume	1
perform	1
pepperoni	1
peppermint	1
peas	1
pears	1
peanuts	1
peanut	1
peals	1
peaches	1
pawn	1
pause	1
paulas	1
pats	1
pasta	1
past	1
passion	1
parts	1
parrot	1
parking	1
parked	1
parent	1
parcel	1
pantry	1
panic	1
pandas	1
paleo	1
pairs	1
paints	1
paintings	1
paint	1
pain	1
paid	1
packed	1
package	1
oysters	1
owners	1
owned	1
owls	1
overrated	1
overjoyed	1
overgrown	1
others	1
orders	1
orchard	1
orange	1
optometrist	1
opposite	1
opposing	1
opinion	1
opens	1
opals	1
online	1
olives	1
okay	1
oil	1
officer	1
offended	1
obsessed	1
obese	1
oak	1
nursing	1
notorious	1
note	1
north	1
nonplussed	1
nights	1
nightmares	1
newspaper	1
network	1
nephew	1
nells	1
neighborhood	1
necklace	1
nearest	1
navy	1
nature	1
natural	1
narcissist	1
names	1
nachos	1
myla	1
must	1
musical	1
museum	1
mugger	1
mowing	1
moving	1
mouth	1
mosque	1
mopped	1
months	1
month	1
model	1
mistress	1
mister	1
mistake	1
missing	1
mirror	1
minutes	1
minute	1
minor	1
mincemeat	1
million	1
mill	1
milk	1
migraines	1
microwave	1
met	1
messages	1
merchant	1
memory	1
megans	1
medication	1
medal	1
mechanics	1
mechanic	1
meat	1
mean	1
mcdonalds	1
masseuse	1
mass	1
mask	1
mascot	1
martins	1
marks	1
margaritas	1
manager	1
male	1
maintained	1
magazine	1
madrid	1
luxury	1
luc	1
loyal	1
lovely	1
loss	1
looks	1
loo	1
lonely	1
locked	1
locate	1
lobster	1
loathed	1
lizard	1
livid	1
live	1
litter	1
lit	1
listening	1
lip	1
linguist	1
line	1
liking	1
likely	1
light	1
licked	1
library	1
librarian	1
lewy	1
lessons	1
leroys	1
leopard	1
length	1
lemonade	1
legos	1
lees	1
leaves	1
learning	1
lazy	1
lawn	1
laundry	1
laughter	1
laugh	1
latte	1
latest	1
last	1
lary	1
larger	1
language	1
landlord	1
landed	1
lamberts	1
laid	1
lack	1
kyrie	1
ky	1
kristie	1
known	1
knowledge	1
knowing	1
knitting	1
kleptomania	1
kleenex	1
kind	1
kidnapper	1
kenya	1
kennel	1
kaylie	1
justly	1
jury	1
jumping	1
julies	1
juice	1
judge	1
jubilantly	1
jos	1
jordyn	1
joke	1
jogging	1
jogged	1
jobs	1
joanies	1
jims	1
jetted	1
jennas	1
jeered	1
jealous	1
janes	1
jacks	1
inviting	1
invite	1
invigorating	1
invests	1
interview	1
interest	1
interaction	1
intentions	1
intensely	1
insurance	1
instructors	1
institutionalized	1
instantly	1
installed	1
inspired	1
inky	1
injured	1
initial	1
infections	1
india	1
indefinitely	1
indeed	1
incredibly	1
inconclusive	1
incidents	1
incessantly	1
improved	1
important	1
immune	1
immensely	1
imaginary	1
iguana	1
idol	1
ideas	1
icy	1
hypnotist	1
husbands	1
hurricane	1
hunting	1
human	1
hour	1
horror	1
horrible	1
hopped	1
homework	1
homes	1
homerun	1
homeless	1
hockey	1
history	1
hire	1
hiking	1
highschool	1
highly	1
hidden	1
hid	1
helping	1
helpful	1
helped	1
hello	1
hell	1
heaviest	1
heater	1
heat	1
heart	1
heard	1
healthy	1
health	1
headphones	1
heading	1
head	1
hasnt	1
harpooner	1
harp	1
hardly	1
happily	1
happening	1
hang	1
handsome	1
handbag	1
hallies	1
hairy	1
haircut	1
haggling	1
hadnt	1
gymnastics	1
gum	1
guilty	1
guide	1
group	1
grounding	1
grounded	1
grocery	1
grits	1
grilled	1
grey	1
green	1
greatly	1
gravel	1
grass	1
graphic	1
grapes	1
grandson	1
grandmas	1
grandfathers	1
graduation	1
graduated	1
grades	1
graders	1
graded	1
grade	1
grab	1
gps	1
gotten	1
gomez	1
golfing	1
gold	1
goat	1
gleefully	1
glass	1
gives	1
giraffes	1
giggled	1
gig	1
gibbie	1
gets	1
gesture	1
gently	1
gas	1
gardening	1
garage	1
gang	1
gallon	1
gained	1
fungus	1
funerals	1
full	1
fudge	1
fruitful	1
front	1
fright	1
fried	1
freshly	1
frat	1
frame	1
four	1
forty	1
formed	1
form	1
forgotten	1
forgot	1
forgive	1
forgetful	1
forever	1
forced	1
fond	1
following	1
flying	1
floral	1
flooding	1
flew	1
flavor	1
flashlight	1
flags	1
fixed	1
firewood	1
fireman	1
finland	1
finishing	1
finish	1
finger	1
financial	1
final	1
fin	1
filter	1
film	1
fill	1
figure	1
fifth	1
fiancé	1
fence	1
feels	1
feeding	1
feeder	1
feed	1
fears	1
fear	1
favorites	1
faucet	1
fastest	1
faster	1
farm	1
far	1
falling	1
fall	1
fairy	1
failure	1
faces	1
facebook	1
eyes	1
eye	1
extra	1
extend	1
explained	1
exercising	1
exercised	1
exercise	1
excitement	1
excitedly	1
except	1
excellent	1
exams	1
evicted	1
everybody	1
europe	1
essay	1
erics	1
erase	1
equipment	1
episodes	1
entered	1
enjoyable	1
enjoy	1
engines	1
enforcement	1
energized	1
encouraged	1
empty	1
employees	1
emergency	1
emanating	1
email	1
elis	1
elevator	1
elephants	1
ela	1
eighty	1
eggplant	1
egg	1
efforts	1
effort	1
ecstatic	1
economics	1
ebay	1
easy	1
easiest	1
earrings	1
earring	1
earnings	1
ear	1
dyed	1
duty	1
dung	1
dumped	1
dump	1
dull	1
drunk	1
drum	1
drugs	1
drop	1
drones	1
driveway	1
drives	1
drivein	1
dried	1
dream	1
drawn	1
drawing	1
drawer	1
drain	1
doughnuts	1
dough	1
doreens	1
donut	1
dolphins	1
dollar	1
dive	1
distaste	1
disposal	1
displeased	1
display	1
disorganized	1
disney	1
dislikes	1
disinterest	1
dishes	1
discovered	1
discouraged	1
discipline	1
dirtiest	1
directly	1
directions	1
direction	1
directed	1
difficult	1
died	1
die	1
diced	1
detested	1
detector	1
destination	1
despite	1
despised	1
desks	1
desired	1
designs	1
desert	1
deposit	1
deported	1
dentures	1
dentist	1
dels	1
delivered	1
deliver	1
delete	1
defrost	1
deer	1
deeper	1
deep	1
dedication	1
declined	1
deck	1
decision	1
debt	1
dealt	1
deadlift	1
days	1
daves	1
daughters	1
dates	1
dart	1
darkness	1
dannys	1
daniels	1
dangerous	1
dandelions	1
dancing	1
damaged	1
customers	1
customer	1
curtains	1
cursed	1
cures	1
curb	1
cup	1
cult	1
cucumbers	1
crying	1
cry	1
crushed	1
crush	1
cruise	1
crows	1
crowd	1
critical	1
crime	1
created	1
crawled	1
crashing	1
coy	1
coworkers	1
cowboy	1
counter	1
costume	1
cost	1
cosmetics	1
corys	1
correctly	1
corner	1
coras	1
copies	1
coon	1
cool	1
cooks	1
cooking	1
cookies	1
cooked	1
converted	1
control	1
continue	1
contest	1
contents	1
contently	1
contemplated	1
constantly	1
considers	1
conquering	1
confused	1
confirmed	1
cones	1
conduct	1
condition	1
concoction	1
concerts	1
concerned	1
concern	1
computers	1
completely	1
completed	1
complete	1
complemented	1
complained	1
compiled	1
competitive	1
competition	1
competing	1
compete	1
commercial	1
comments	1
comment	1
commended	1
coming	1
comforted	1
combed	1
colors	1
colored	1
colorado	1
collection	1
collected	1
colins	1
coldhearted	1
coke	1
code	1
cocaine	1
coats	1
coated	1
clown	1
closing	1
closes	1
clocks	1
clip	1
climbed	1
clients	1
clerk	1
cleanest	1
cleaner	1
claws	1
chos	1
chores	1
chop	1
choosing	1
choir	1
choices	1
choice	1
chocolate	1
chips	1
chipmunk	1
chinese	1
chili	1
childish	1
chickens	1
chicago	1
chemistry	1
cheek	1
checkout	1
checkers	1
checked	1
cheat	1
cheapest	1
chastised	1
chased	1
chap	1
change	1
champagne	1
chair	1
cell	1
cay	1
catnip	1
catch	1
castles	1
castle	1
cast	1
cassidy	1
cashier	1
carve	1
carryon	1
carpet	1
carnival	1
carls	1
caring	1
cargo	1
careless	1
career	1
cared	1
card	1
caras	1
caramel	1
captured	1
cap	1
canned	1
candles	1
candidate	1
cancer	1
cancelled	1
cancel	1
canary	1
caller	1
calendars	1
caitlins	1
cage	1
cable	1
buttons	1
button	1
butterfly	1
butter	1
burst	1
burritos	1
burgers	1
bunks	1
bulls	1
bullets	1
bulbs	1
built	1
builders	1
build	1
bugs	1
broncos	1
broker	1
broadway	1
brittanys	1
briskly	1
bright	1
brick	1
breast	1
breaking	1
breakfast	1
break	1
bread	1
brazil	1
branda	1
bragged	1
bradleys	1
boxer	1
bowler	1
bound	1
bounced	1
bothering	1
borrowed	1
boredom	1
booth	1
booed	1
bone	1
bon	1
body	1
bod	1
bobs	1
board	1
blues	1
blueberries	1
bloomed	1
blood	1
blind	1
blames	1
blamed	1
blackberries	1
bitter	1
bitten	1
birth	1
birdhouse	1
bingo	1
biggest	1
bigger	1
bettertasting	1
beths	1
berries	1
belt	1
beloved	1
belongings	1
behavior	1
begged	1
beggar	1
becoming	1
beard	1
beads	1
beaches	1
battlefront	1
batons	1
bathtub	1
bathroom	1
basket	1
barking	1
barista	1
barefoot	1
bare	1
bar	1
banner	1
bankrupt	1
bani	1
bandana	1
banana	1
balls	1
balloon	1
baking	1
bake	1
bags	1
bagged	1
bacon	1
backalley	1
babies	1
baal	1
axes	1
awful	1
awake	1
avoid	1
avenue	1
autograph	1
aunts	1
audience	1
attitude	1
attention	1
attempted	1
attacked	1
attack	1
astronaut	1
assignment	1
aspen	1
asks	1
artists	1
artist	1
arrested	1
army	1
aris	1
archies	1
archery	1
appreciated	1
appointment	1
applied	1
application	1
applicant	1
applebees	1
appetite	1
appeared	1
appealing	1
app	1
apart	1
anybody	1
antiamerican	1
annas	1
ankle	1
animal	1
angrily	1
angered	1
andys	1
andrews	1
amused	1
amsterdam	1
amputated	1
amount	1
ambulances	1
already	1
allowance	1
alien	1
alert	1
ale	1
alcohol	1
albums	1
ala	1
airport	1
airplane	1
air	1
aide	1
agitated	1
agent	1
age	1
afraid	1
adult	1
adopted	1
admit	1
addition	1
addictions	1
actually	1
actors	1
actions	1
act	1
acne	1
aced	1
accused	1
accounts	1
accounting	1
accountant	1
academy	1
abducted	1
abbys	1
abandon	1
aarons	1
7th	1
500	1
299	1
20	1
100th	1
10	1
