	word	count
2002	wholeteamedcheered	1
101	wholefamilywet	1
1618	wholefamilyenjoyed	1
857	wholedaysailing	1
2155	whitecarsleft	1
174	wetendday	1
1521	werentwhitecars	1
2160	weptverdictread	1
2767	wenttcugraduated	1
1043	wentstorefound	1
180	wentstorebought	1
2213	wentstartednoticing	1
2103	wentsleepfeeling	1
2808	wentrestroomclean	1
1258	wentrestaurantgirlfriend	1
2323	wentpolicefiled	1
178	wentoutsidesprayed	1
486	wentonlinewatch	1
1251	wentinspectdamage	1
1984	wentinsidenearby	1
701	wentinsidemovie	1
1245	wenthomewithout	1
1802	wenthometickets	1
440	wenthomethanked	1
991	wenthomepeacefully	1
1928	wenthomenice	1
1390	wenthomehappily	1
2507	wenthomedecided	1
2517	wenthomecried	1
1305	wenthockeygame	1
2185	wentgraveancestors	1
629	wentgrandpafinally	1
1368	wentgotreplacement	1
1002	wentgooduniversity	1
1462	wentgettingmoney	1
1809	wentfishingnext	1
2178	wentdoctortreatment	1
2411	wentdocksfind	1
40	wentdinnerbest	1
2089	wentdateman	1
555	wentdancelot	1
2655	wentboughtbetter	1
1621	wentbedroomlaid	1
197	wentbackhome	1
930	wentbackfiled	1
978	wentawaytwenty	1
335	wellwokewell	1
1898	wellreallyliked	1
395	wellprogramcomplete	1
678	wellnewpuppy	1
1819	wellboughtuniform	1
2457	weightstrainingroutine	1
1537	weightscrushedchest	1
1188	weightlossresults	1
121	weekstryingfinally	1
2380	weekstaketest	1
964	weekslessbloating	1
2463	weekendaskedplease	1
1832	weddingcontinuedceremony	1
2223	wearsunscreenfuture	1
1766	wearsglasseseveryday	1
1969	wearsboaaround	1
2400	wearheelsanymore	1
2388	wearglassesgetting	1
478	wearcolorfulclothing	1
308	watertastedbad	1
2142	waterskiingmikes	1
2327	watereversince	1
2774	watchrestplay	1
2397	watchingnewshows	1
1021	watchingmuchtv	1
1946	watchgoneforever	1
2037	watcheschiefsgame	1
2594	watchedzebrasrun	1
2033	watchedrestmovie	1
1274	watchedgosurf	1
1890	wastedmoneytattoo	1
1061	wasntsavingmoney	1
2099	wasntgoodplaying	1
296	wasntablefind	1
2558	washingrestaurantsdishes	1
2086	wantsmeetmouse	1
1464	wantinggrabbelt	1
2146	wantgoback	1
2695	wantedshownew	1
1742	wantedniceweather	1
238	wantedmeetbaby	1
575	wantedmakegrits	1
1573	wantedlistenmusic	1
987	wantedfinishproject	1
97	wantedbroughthome	1
894	wantedadjustsurroundings	1
1818	walkworkrather	1
1298	walktalkdogs	1
2419	walkingshoreran	1
590	walkeveryevening	1
897	walkedtietie	1
1611	walkeddecidedgo	1
2015	walkedawaysmiling	1
2736	walkalongholding	1
1180	waitinglastminute	1
1339	waitednewcomputer	1
2631	waitedcoolate	1
756	waitedaidarrive	1
1012	vowscarefulnext	1
1143	vowsbetterfuture	1
185	vowedwouldnever	1
1954	vowedstopstaring	1
1516	vowedneverfall	1
1936	vowedkeeptouch	1
2790	vowedgeteven	1
201	vowedbeatnext	1
1165	visitorchardpay	1
518	visitfriendsearlier	1
2081	visitedgermanylater	1
2152	venuesregularlybecame	1
1	veggiesgrowlarge	1
2126	valuablelessonweek	1
1879	vacationdestinationfuture	1
2462	uswentsleep	1
1600	usingmetaldetector	1
953	usicecream	1
1409	usephonewhole	1
132	uselitterbox	1
587	usedtasteacclimated	1
1311	usedmoneyhelp	1
1400	usedknowledgebecome	1
407	usedflashlightsbuild	1
2398	urgedauntmom	1
1597	upsetwaitinglast	1
128	upsettakenaway	1
2531	upsetmovedcurfew	1
895	upsetlittleboat	1
474	upsetlearnmessed	1
733	upsetfindphone	1
2812	upsetfiancesick	1
150	upsetcouldntbuy	1
1386	unsurprisinglypuppyfound	1
179	unsafedriversspeed	1
1560	unpreparedfailedtest	1
1891	unnervedanthonyspraying	1
583	unlesslooksmirror	1
1138	unfortunatelygirlscored	1
1708	understooddentistwarned	1
2584	twoweeksless	1
2697	twohalflater	1
1126	twodayslater	1
1804	twobecameloving	1
1416	tvremindsfather	1
2384	turtleclimbedback	1
319	turnessaynext	1
1530	turnedstovecleaned	1
228	turnedstorygot	1
773	turnedstomachvirus	1
2396	turnedoverheadlight	1
1754	turnedgreatcompanion	1
2090	tuelovednew	1
582	tshirtterriblecolor	1
666	tryworkpassed	1
2112	tryoutsbeganboy	1
2144	tryjeansanother	1
1871	tryingtelltheyd	1
1014	tryingfinallysucceeds	1
2783	trunkmadeparents	1
1951	trucksnowstore	1
956	triedteamtime	1
1705	triedsendletter	1
659	triedrounddifficult	1
1662	triedquietpossible	1
322	triedgetmoney	1
1528	treewouldshade	1
2495	treateddinnertrying	1
327	travelingmanybig	1
463	travelingaroundisland	1
2826	trashbedstill	1
19	trainothersbox	1
638	trainingfeltlike	1
1956	trainevenharder	1
535	tradedjacketshorts	1
2556	trackedmudclean	1
422	touchnewfriends	1
2528	toothfairyleft	1
1283	tookusice	1
1790	tooktimefound	1
2355	tookshortersteps	1
576	tookshoessoon	1
49	tookshirtdry	1
865	tookshelterpick	1
100	tookseveraldays	1
1084	tookrightpath	1
2248	tookphotospost	1
61	tookpainrelieving	1
1800	tooknewhome	1
489	tooklotspictures	1
2863	tooklongnap	1
42	tookkittenshome	1
2498	tookhourscar	1
1467	tookcollectionhelp	1
2356	tookbackstore	1
786	tonightgetmousetrap	1
800	tomsdadalways	1
2494	toldworryjudgmental	1
1257	toldwearheels	1
2043	toldwantcome	1
1885	toldpursuedream	1
1653	toldmomwanted	1
7	toldlovedsweater	1
2786	toldlookedgreat	1
455	toldlightmalfunctioning	1
2108	toldhedmade	1
2636	toldgoback	1
1553	toldgiverest	1
1997	toldgetaccepted	1
1629	toldfriendsapp	1
2792	toldenjoyedmuch	1
697	tolddonegreat	1
35	toldcomeback	1
1402	toldbetterthings	1
32	todaydecidedask	1
2458	tiredroveoffice	1
1487	tinassistervowed	1
567	timsskillsimproved	1
1378	timsmarriageproposal	1
2214	timsfamilypretended	1
2597	timewouldtry	1
630	timewokecasserole	1
653	timewatcheschiefs	1
2850	timethingsoutside	1
2572	timespentturning	1
2503	timeskatingfirst	1
927	timerodedifferent	1
2225	timemakingfriends	1
644	timemakingbirthday	1
2539	timemadelot	1
1252	timehomemuch	1
1221	timegowhale	1
2734	timegotwork	1
258	timegottraining	1
2524	timegohome	1
1931	timefoundearring	1
494	timebabysittingfriend	1
260	tielookedgreat	1
429	tiaskidsused	1
1391	thrivedwentgood	1
1083	thrilledrestday	1
408	threwporkchops	1
1238	thoughttastedamazing	1
333	thoughtmineoddest	1
2875	thoughtmightpotential	1
1266	thoughtmaybeseek	1
94	thoughthardwoodfloors	1
2305	thoughtgeckostotally	1
1880	thoughtfriendstrain	1
321	thoughtcouldhonorary	1
510	thoughtcastcool	1
1523	thinksurpriseddelighted	1
2031	thinksstoptrying	1
589	thinksbroncogot	1
337	thinkinggettingnew	1
373	thingswentshelter	1
893	thingsuncleleft	1
2362	thingsoutsidehouse	1
119	theydeatdinner	1
475	therapistcurtlysaid	1
1678	thankswonderfulgift	1
1175	thankgrandmagiving	1
2307	thankedparentstaking	1
1164	thankedmuchfinding	1
2424	thankedmomfood	1
1883	thankedladyprofusely	1
947	thankedbehindcounter	1
2856	terriblylosingmoney	1
2405	terriblydisappointedgrade	1
1671	terribleeveryonemade	1
1540	terriblecolorhated	1
2377	telltheydbaby	1
913	tellersalwayssighed	1
1794	tellapartthough	1
2233	technicianremovevirus	1
497	teasingmakesfeel	1
2876	tearsgavepaper	1
1396	teamuchcareful	1
2416	teamtimemade	1
246	teamsstandsfull	1
1116	teammatesmadefun	1
2280	teammanagedsecure	1
2105	teamjoinedleague	1
1382	teamcarriedhappiness	1
592	teachersentenceddetention	1
1042	teacherletturn	1
1075	teacherimpressedgave	1
1141	teacherhandednew	1
167	teachergaveassignment	1
2779	teacherfirstyear	1
2644	teachereventuallystopped	1
351	teacherdriedtears	1
2616	teachercaughtsuspended	1
205	teachercamehelped	1
78	taymuchtime	1
1765	taughtbirdsspeak	1
244	tastyfrieseat	1
603	tastefilteredwater	1
1811	tasteddeliciousmade	1
229	tapdancingcontest	1
1592	talkteacherclass	1
2074	talkmenlike	1
282	talkingbiggame	1
16	takingwalkevery	1
706	takingtrashbed	1
1231	takingpizzago	1
2216	takingcareable	1
1423	taketoenailfoot	1
1009	takerestday	1
68	takeneggice	1
1552	takendragonsculpture	1
480	takemedicineprescribed	1
1932	takelessonsget	1
1823	takehusbandgame	1
1620	takedoghome	1
1644	takedayschool	1
1711	takecabgo	1
421	sworealwayswear	1
804	swimwatchedgo	1
1017	sweaterschoolnext	1
303	swampedcakeorders	1
2368	swamhourlake	1
2496	survivedheartattack	1
2349	surprisegavecall	1
1259	surprisedjudgeswell	1
63	surprisedelightedchildren	1
818	surgeryprognosispositive	1
1942	surewouldgone	1
2304	surekidshate	1
782	sureillfigure	1
2742	sundaysnewsocks	1
1207	sullivansmemorabletime	1
2312	suggestedhelpcook	1
537	suffocatedweightscrushed	1
833	suesdoctorsapprove	1
1713	suedwatercompany	1
1501	suddenlyunderstooddentist	1
1072	suddenlyrealizedloved	1
2479	successthankspassion	1
1602	successfultimemade	1
271	successfulpigfarmer	1
393	successfulalcoholicsanonymous	1
26	succeededreversingticket	1
1106	stunnedexcitementmanaged	1
723	stungmanybees	1
859	studymuchpossible	1
225	studyingpaidpassed	1
759	strugglesgetshang	1
1366	struggledbasketballgame	1
1860	stressmuchhealthy	1
1601	stressfulfinallymade	1
743	strangerofferedhot	1
2301	strangerfoundpurse	1
1371	stovecleanedkitchen	1
1569	storyquicklyreplaced	1
1542	storesundaysnew	1
1313	storeplasticcover	1
1854	storelostmany	1
852	storegotfood	1
304	storegotdifferent	1
1665	storefoundbag	1
1776	storebuysled	1
182	storeboughtfood	1
891	stopwatchingmuch	1
2618	stoptryingyoga	1
1392	stoppedputtingpencil	1
2063	stoppedplayinghelp	1
1155	stoppeddinnertogether	1
14	stoppeddadcutting	1
56	stoppedcomingaround	1
1204	stoodlimpedback	1
1458	stolethingshouse	1
2585	stillterribleeveryone	1
1652	stilltellapart	1
508	stilllovesalligators	1
1098	stilllistenedenlightened	1
206	stillgotwork	1
2092	stereosystemruined	1
1001	stepsontoscale	1
134	stepseasierkeep	1
908	stayedcalmcried	1
2228	stayedbarrather	1
17	staycoolsummer	1
2576	startwritingdiary	1
2437	startworknext	1
645	startledranhouse	1
2423	startingfeelwitchs	1
1399	startedthinkinggetting	1
1531	startedshavingright	1
2819	startedsavingmoney	1
2617	startedrundog	1
2629	startednoticingimprovements	1
1881	startedmakingearn	1
1278	startedhomebusiness	1
381	startedgettinggreat	1
539	startedgettingbetter	1
2287	startedcryingwent	1
662	startedcompetejoining	1
288	startedbleedtick	1
2263	starednicedress	1
647	standsfullgame	1
2866	standingovationsolo	1
617	stainremoverstain	1
871	stageoperascommon	1
1939	squaredancingpartners	1
830	sprayedhosefollowed	1
1058	spotopenedcould	1
1691	spotbecamebest	1
412	sportsimportantthing	1
1549	sportpunchedface	1
2340	spokeatetwo	1
1797	spoiledfishtaco	1
1161	spitchiefsfood	1
2174	spentwholeday	1
1186	spentturningalarms	1
615	spentrestnight	1
232	spentrestlife	1
386	spentrestevening	1
1551	spentafternoonfixing	1
2087	spentafternoonalone	1
2443	spendingtimetogether	1
636	spectacularmemorablenight	1
442	speakerstillwork	1
778	speakerablegive	1
2557	spatservedspoiled	1
265	sparekeystwo	1
2600	sparekeyentered	1
572	sourcelicenever	1
829	soontwoanoles	1
970	soonspendingtime	1
1122	soonpeoplediscovered	1
2269	soonhappilyreunited	1
2313	soonfindhouse	1
1829	sooncouldwalk	1
1770	soonbecameregular	1
797	soonbecameamazing	1
1443	someplacesmallereasier	1
2453	someonewalkingshore	1
843	someonefoundferret	1
972	solvedmoneyproblems	1
220	soldseveralcopies	1
1105	soldreasonablywell	1
664	soldchair50	1
1214	soldcarsolved	1
2025	sodadidntdrink	1
1866	socialmediasites	1
192	snuckbasementdoor	1
477	snowstoregot	1
900	snowfirsttime	1
784	snacksdrinksmeeting	1
2471	smilinghelpingbeggar	1
1181	smileddrooledhappily	1
1780	smileddonemeticulous	1
2646	smellremindedbirds	1
491	smallvenuesregularly	1
2285	smallgreykitten	1
215	slowedcouldfinish	1
1966	slippedpaidultimate	1
2291	slightlylesspoor	1
2475	slicedperfectlyfirst	1
2293	sleptwellwoke	1
80	sleptmuchbetter	1
1129	sleepwokehungry	1
1020	sleepwatchrest	1
2418	sleepkitchenfloor	1
533	sleepfeelinglife	1
1353	sleepcouchalone	1
1432	sleddingwholemorning	1
406	skillsimprovedtime	1
1308	skillsdressmess	1
2316	skiingmikesfavorite	1
2467	skatingfirsttime	1
2604	sizessixmonths	1
1852	sixdollarsjacket	1
1341	sittingbedsmall	1
719	sistervowedget	1
1703	sistershouseafterwards	1
1926	sistermoneyobtained	1
108	sisterlovedsalad	1
2500	sisterlawmake	1
2448	sisterinlawusedentures	1
591	sisterhelpedfind	1
2874	sistergratefultook	1
2343	sistergavephone	1
538	simonsparentsmad	1
1517	signsaiddune	1
1343	sighedkeptwatching	1
657	sigheddidntmind	1
1212	sideroadstopped	1
341	sickvomitedsidewalk	1
293	sicklearnedlesson	1
2363	shynessdiminishingmade	1
2133	showsloveshulu	1
935	shownewcar	1
2045	showgoodnight	1
1757	showcostumekeep	1
928	shotwildlyburst	1
1425	shotcousinsback	1
2606	shotbulliesface	1
73	shorterstepseasier	1
363	shoreranrescue	1
357	shopstorenight	1
2515	shoplifternewsnight	1
350	shopfixedcomputer	1
479	shopeveryday	1
362	shoestorelost	1
2719	shoessooncould	1
1296	shoesfitwell	1
1924	shoesbegantrek	1
1889	shockeddroveaway	1
1056	shockedclarityheadphones	1
339	shockedcalledpolice	1
1858	shiversstartswalking	1
1071	shirtdrycleaners	1
2163	shipssankmorning	1
2173	shippassedrescued	1
1555	shelterworkeradopting	1
1506	shelterpickdog	1
1057	sheepishlybroughtdealership	1
2222	shedokayanother	1
1850	shedlistenedmothers	1
1806	shavingrightaway	1
1963	sharegoodnews	1
1230	shareexpertisepeople	1
1791	sharedprizeequally	1
1841	shapejoinedarmy	1
2665	shapefinishedlong	1
2715	shamelosingbadly	1
1998	shadeothersyears	1
2182	sexgothome	1
1633	sewedripgot	1
1556	severeconsequencesshoplifting	1
1332	severalweekstrying	1
1456	severalowlsfly	1
2007	severaldaysjoes	1
1051	severalcoinsbaseball	1
2821	severalcalledback	1
2035	severalbookstake	1
1876	settlecoldpeanut	1
368	setalarm15	1
1159	servedspoiledfish	1
627	seriouslyconsideringmoving	1
451	senthomerelaxed	1
2492	sentbedwithout	1
925	selleracceptedproud	1
1566	sellarrestedrobber	1
1738	selfpublishingwouldprofitable	1
1222	seemedreallyenjoy	1
1914	seemedgetbetter	1
2237	seekanotherprofession	1
171	seeingfamilycounselor	1
2619	seeingcostumesstage	1
20	seeingbaseballtv	1
2117	seedstoastlater	1
2010	securenarrowvictory	1
2286	secondopiniondifferent	1
1550	secondgothome	1
899	secondbankcould	1
2201	seagullgottangled	1
2570	screamedwholeride	1
735	screamedteachercame	1
2662	scratchingfencehurt	1
114	scrambledbackinside	1
2640	scoredpointsteam	1
1882	scoredfirstplace	1
374	schoolnextday	1
531	schoollovedkys	1
2372	schoolgotscience	1
1074	sceneryeventuallymoved	1
2824	scarvessparetime	1
2844	scaredscreamedwhole	1
1236	scaredlackresponse	1
1134	scalerealizeslost	1
2137	savingeverythingexternal	1
1321	savedyearnever	1
22	savedswanslife	1
325	savedpumpkinseeds	1
129	savedlotmoney	1
1623	savedenoughbag	1
146	saveddaypicnic	1
1624	savedboyboy	1
2168	saulscareertook	1
2395	satcontinuedenjoy	1
635	sarahsparentsupset	1
2236	santabroughtexactly	1
703	sandwichfourbites	1
2504	sandwichesrefrigeratorarrived	1
2478	salsafulltime	1
355	salesmanregrettedcad	1
1895	saidyeswent	1
1023	saidyestims	1
896	saidyescould	1
2432	saidwouldgot	1
1638	saidthoughtmine	1
1645	saidgoingfind	1
1974	saiddunebuggies	1
2171	saiddidntknow	1
2267	saidcouldntshare	1
1198	sadmotherscomments	1
1562	sadmoneyneeded	1
2382	sadlybuildingsnowman	1
1292	sadlostwallet	1
284	sadlostfriend	1
219	sadleavewent	1
692	sadlearnedlesson	1
280	sadkittenill	1
790	sadgirlfriendsomeone	1
1264	sadfriendshadnt	1
1306	saddatenever	1
2452	sadcannotunless	1
1714	sadcandidatelost	1
955	sadbrokerelationship	1
1775	sadbirdsmade	1
835	runningmilefive	1
274	runawayhome	1
1260	runawaydistance	1
2404	rulesdrovehome	1
200	rudysparentstook	1
1900	routerdidnteffect	1
903	roomrightaway	1
2516	roommatesmadecoffee	1
2107	roomgroundedfriends	1
242	roombrandnew	1
1651	ronstreewould	1
860	rolledeyesfolks	1
643	rodedifferentanimal	1
974	rodebikeevery	1
2829	ripgotbigger	1
1989	rightpathdiscovered	1
890	rightnumberhung	1
1787	rightawayshare	1
1049	ridingtractorreason	1
1410	ridegofirst	1
1999	ricosteacherlet	1
290	reviewclownonline	1
1759	revealssurprisedelighted	1
1167	returnedstoreplastic	1
1233	restnightfriends	1
194	restmoneylater	1
2344	restlifeprison	1
2264	resteveningwashing	1
1034	restaurantmanagerapologized	1
2687	restaurantgirlfriendnice	1
1307	respectswildnature	1
905	resettingrouterdidnt	1
411	requestedmoneyrefunded	1
708	reportshoplifternews	1
1048	reportraisedmath	1
441	replacepoppedtire	1
96	repeatvacationdestination	1
2083	repairheaterfair	1
103	rentedbicyclesenjoyed	1
2512	removerstaingone	1
2170	rememberpackwater	1
944	remembereddayrest	1
2392	remarkedtastychicken	1
2710	relievedsantabrought	1
2678	relievedputsshoes	1
2579	relievedgettree	1
2059	relievedfinallyturned	1
511	relaxeshomefalls	1
2602	relaxeduswent	1
1769	relatedbadexperience	1
1120	rejoicedneatthings	1
1658	reinstatedriverslicense	1
1758	rehabtherapistmotivational	1
2709	regularlybecamewell	1
2782	regrettednextday	1
1384	regrettednewhobby	1
1046	regrettedcleanedfilter	1
2026	regainedconfidencewearing	1
856	refusedentergift	1
175	recommendeddifferentcomputers	1
499	receivedlicenseday	1
396	receivedawesomeprize	1
359	recalledgreatmet	1
2156	reasonablywellbought	1
369	reallywellnew	1
2777	reallymadeplans	1
224	reallylovingspanish	1
2828	reallyenjoyfavorite	1
938	reallyenjoyexperience	1
2574	reallyenjoyedmeal	1
2480	reallyenjoyedhunting	1
1328	reallyembarrassedcome	1
724	reallydisappointedhungrier	1
990	reallydidntmatter	1
1497	realizeslostsignificant	1
2839	realizedrememberedsunblock	1
593	realizedreallydidnt	1
1338	realizedprobablyright	1
448	realizedneededpottytrained	1
1300	realizedmixedmuch	1
1267	realizedlovedthings	1
2596	realizedlovedboard	1
1381	realizedlicensewallet	1
2357	realizedhotwater	1
72	realizedhedaccidentally	1
1172	realizedgoinglike	1
2806	realizedgardengetting	1
2575	realizedfriendprank	1
969	realizedboyfriendaccepted	1
2242	realizeconciergesmistake	1
1246	readsbookswants	1
1317	reacttwodads	1
796	reachedsavebaby	1
2196	reachedhoweverrepaired	1
2124	reachedbowlenjoyed	1
1102	rathergohome	1
1982	rashdisappearscompletely	1
1005	rarecopiesclassic	1
1504	rarealbumlooking	1
2505	ranroomstore	1
306	ranoutsideplay	1
1109	ranmancould	1
1041	ranhometail	1
59	ranbasesbig	1
762	ranawaygot	1
715	ranawaycried	1
1933	raisedmathgrade	1
906	rainclearedstarted	1
2110	racingmuchaccepted	1
2737	racinggamesenjoy	1
1383	racecardriver	1
750	quitmanagedfind	1
65	quitfoundnew	1
1472	quietpossiblesobbed	1
1647	quicklytriedround	1
2391	quicklyreplacedstereo	1
417	quicklyduckeddirt	1
838	quicklycollectedthings	1
2426	quicklycleanedbroken	1
1352	puttingpencilcup	1
2853	putshoesbegan	1
60	putloteffort	1
711	putletterback	1
2364	putdogtreats	1
730	putbutterate	1
625	putasidedifferences	1
1153	pushedfeetaway	1
2413	pursereturnedrestaurant	1
807	purchasenewvideo	1
1463	purchasedanotherprivate	1
936	purchaseanotherapple	1
2161	puppywantedbrought	1
47	puppyscratchingfence	1
578	puppyhitcar	1
443	punishedlosingkey	1
1546	pumpkinseedstoast	1
435	pulledhugeflounder	1
1335	proudseeingcostumes	1
1117	proudownernew	1
1923	proudnewrunning	1
358	proudestmomentparent	1
1050	proudcakemade	1
1125	promptlyadoptedpuppy	1
1127	promisedstopprocrastinating	1
551	promisedgobed	1
2869	promisedcarefulfuture	1
989	projectscompletedtime	1
2282	proceededeatnuts	1
596	probablyrightmusic	1
2519	prizeequallyamong	1
611	prizecaughtdj	1
846	pretendedlikebanana	1
1712	pressedtowelforehead	1
437	prescribedwouldntwork	1
1237	predictablypieflavorful	1
672	prayedwouldget	1
1131	practicedoftenbecame	1
300	practicedeveryday	1
453	powercameback	1
1173	pouredfoodbowl	1
1475	pouredatelarge	1
1514	postfacebookpages	1
573	postedhappenedsocial	1
249	positiveattituderemained	1
2540	porkchopstrash	1
1288	popsiclesfrozecouple	1
76	poorpuppyhit	1
2756	pooramazonmturk	1
660	policemangotdue	1
2800	policefiledreport	1
1588	policecomehouse	1
984	policecomebreak	1
761	policecamequickly	1
2180	policecamequestioned	1
1851	policebrokefight	1
460	polepulledhuge	1
2670	pointablejoin	1
552	pluggedbackworked	1
1608	pleasestayhome	1
2668	pleasedsoldseveral	1
1107	pleasedmovingcompany	1
1567	pleasedfinishedproduct	1
2830	pleasedcouldshow	1
1054	pleasedcakenext	1
2360	playlatestgames	1
2706	playingwenthome	1
718	playingseeingbaseball	1
769	playinghelpfield	1
2567	playingbestgame	1
1736	playedsmallvenues	1
2365	playedranmoney	1
2666	playedmonopolytwo	1
1820	playedgamefinished	1
372	playedgamebedtime	1
1489	playedbestability	1
2403	plasticcoverphone	1
747	plansvisitmuseum	1
2868	plannedvisitfriends	1
1227	plannedperfectroad	1
2582	plangoback	1
2042	placesmirrorbathroom	1
1684	placefirstsight	1
120	placedtwocategories	1
1581	placedorderonline	1
889	pizzasoongot	1
1114	pitbullsmake	1
1160	pinksuedemalpractice	1
2329	pinkcolorpolish	1
968	pinchedhandcausing	1
1753	pilgrimsrefusedenter	1
2653	pigeonsranfood	1
2141	picturetakendragon	1
1450	picnicbringingumbrella	1
809	pickedseveralbooks	1
2466	pickedpianowent	1
1944	pickednicethings	1
346	pickedbeautifuldress	1
449	pianowenthome	1
493	physicaltherapyfield	1
2427	physicalshapejoined	1
1535	photospostfacebook	1
2867	phonewholeday	1
1746	petsfindhome	1
1108	petersdaughterenjoyed	1
12	personallifedidnt	1
1583	perfectlyfirsttime	1
1444	peoplewantedlisten	1
2620	peoplesmokingcar	1
2692	peoplelikedapartment	1
347	peoplegotsick	1
2761	peoplegettreat	1
1316	peoplediscoveredloved	1
405	peanutbutterjelly	1
748	peanutbutteranyway	1
690	peachicecream	1
2079	payflightparis	1
2145	pathdiscoveredsmall	1
1295	passerbyhelpedhelped	1
1737	passedwithoutflooding	1
1089	passedexamsswimmingly	1
13	participatingculturalevent	1
1533	parteatingburned	1
793	parrotturnedgreat	1
1488	parentsupsetmoved	1
2209	parentsupsetfound	1
563	parentstookshelter	1
1677	parentstakingmovie	1
278	parentssaidyes	1
1648	parentsrightaway	1
1990	parentsmadtiny	1
1817	parentsmadego	1
854	parentslearnedexaggerating	1
2731	parentsgaveenough	1
221	parentsfoundangry	1
212	paperboughtlittle	1
2011	pamsdaughterbecame	1
2431	pairwenthome	1
2609	paintingfeltproud	1
2008	painrelievingmedication	1
2070	paidpassedexams	1
1211	paddlecanoeacross	1
2165	packwaterbottle	1
275	ownernewhome	1
2125	owlsflyaway	1
1917	overwhelmedmoneyconcerns	1
858	overjoyedwifetold	1
1538	overeatpizzaday	1
1310	outsidesprayedhose	1
2793	outsidepickweeds	1
771	outrunpolicecaught	1
2315	othersyearscome	1
2021	orderedfoodservice	1
352	orderedanotherdrink	1
2005	ordercatchday	1
1422	orangeflavoredice	1
1077	optedtakedog	1
1513	opiniondifferenthospital	1
1722	operatefeltbetter	1
2591	operascommonfuture	1
1957	opensjarfind	1
2545	openeddoorleft	1
148	openedcouldshow	1
2309	openedbusinessbecame	1
524	ontoscalerealizes	1
105	onlinewatchinstead	1
283	oneofferedcoverage	1
1223	onenextday	1
1268	onemikesfriends	1
594	onemadefun	1
2249	onelobsterspinched	1
599	onehundreddollars	1
2652	oneextracredit	1
50	onedayman	1
2119	onedayhusband	1
868	onebigbite	1
509	onebestgames	1
2583	oldrarecopies	1
1203	oldnavytry	1
1574	oldestmansave	1
2028	okayanotherone	1
2253	oftenbecamegreat	1
1971	officeworkerknew	1
2153	offerednextday	1
1874	offerednewhigher	1
958	offeredloanwaited	1
1740	offeredhotchocolate	1
1586	offeredcoverage80	1
2067	obtainedphysicaltherapy	1
1795	obtaineddriverslicense	1
2791	nursetoldwear	1
1558	numberyelledsatisfied	1
1363	nudehousewarming	1
1111	noticedembarrasseddecided	1
523	nothingbadhappened	1
1401	normsdaylot	1
2776	nieceupsetfiance	1
1519	niecetouchedheart	1
1479	niecebaskethugged	1
