word	count
ecstatic	3
eating	3
easier	3
drivers	3
driver	3
difficult	3
devastated	3
destination	3
days	3
crying	3
cousin	3
couch	3
cooked	3
confronted	3
concert	3
completely	3
company	3
color	3
cold	3
clothes	3
chicken	3
chest	3
care	3
cafe	3
bus	3
brand	3
boat	3
birthday	3
birds	3
baseball	3
bag	3
aya	3
aunt	3
assignment	3
ask	3
apple	3
also	3
air	3
agreed	3
afternoon	3
young	2
years	2
wrote	2
writing	2
write	2
wrist	2
worry	2
wore	2
woman	2
wine	2
window	2
weights	2
weight	2
wears	2
wave	2
wasted	2
wants	2
wallet	2
vows	2
vacation	2
using	2
tv	2
turkey	2
tshirt	2
trouble	2
treatment	2
traveling	2
training	2
tractor	2
tonight	2
tire	2
ticket	2
though	2
thinks	2
think	2
theyd	2
thanks	2
terribly	2
tell	2
tears	2
tattoo	2
taste	2
talking	2
sweater	2
swam	2
suspended	2
survive	2
surprise	2
surgery	2
sundae	2
summer	2
sugar	2
suddenly	2
study	2
street	2
stranger	2
stereo	2
steps	2
stayed	2
starts	2
stared	2
stain	2
sports	2
spider	2
spending	2
speaker	2
speak	2
spanish	2
social	2
snacks	2
smoking	2
smile	2
smell	2
smaller	2
slightly	2
six	2
since	2
sight	2
sighed	2
side	2
shows	2
shorts	2
shore	2
shoe	2
shirts	2
shirt	2
ship	2
shed	2
shape	2
sex	2
settle	2
seemed	2
scolded	2
salad	2
rude	2
rode	2
ring	2
results	2
rested	2
resort	2
repair	2
remove	2
recovered	2
realize	2
rather	2
racing	2
quite	2
quit	2
questioned	2
purchased	2
purchase	2
pulled	2
proudest	2
proposal	2
properly	2
prom	2
practiced	2
practice	2
power	2
poured	2
possible	2
popsicles	2
poor	2
plugged	2
player	2
planned	2
placed	2
pink	2
physical	2
pets	2
peanut	2
pass	2
part	2
parrot	2
parent	2
papers	2
pack	2
owner	2
oven	2
office	2
nurse	2
nothing	2
noodles	2
nest	2
nervous	2
neighborhood	2
need	2
necklace	2
neck	2
nearby	2
moving	2
movies	2
mistake	2
mirror	2
mind	2
mile	2
mikes	2
might	2
men	2
memorable	2
meeting	2
medicine	2
media	2
meant	2
matter	2
marriage	2
manager	2
makes	2
lottery	2
loss	2
loan	2
listening	2
lips	2
lines	2
limped	2
light	2
level	2
let	2
lessons	2
legs	2
lees	2
latest	2
last	2
lasagna	2
landed	2
laid	2
lady	2
lab	2
knees	2
kid	2
keys	2
joined	2
join	2
johns	2
joes	2
jealous	2
jacket	2
interview	2
interest	2
hurried	2
hunting	2
hungry	2
hung	2
hugged	2
huge	2
holiday	2
helping	2
held	2
hearing	2
heal	2
headache	2
hand	2
gun	2
guilty	2
gross	2
grandpa	2
grades	2
giving	2
gets	2
fries	2
forgave	2
forced	2
flustered	2
flowers	2
flight	2
finish	2
fine	2
filed	2
fed	2
extremely	2
extra	2
exhausted	2
excitement	2
exam	2
everything	2
everyday	2
essay	2
entire	2
employee	2
eds	2
early	2
due	2
dropped	2
drinks	2
doctors	2
divorced	2
dish	2
discipline	2
determined	2
dentist	2
deer	2
decides	2
decent	2
dancing	2
dads	2
customers	2
customer	2
cup	2
coworker	2
cousins	2
costume	2
correct	2
cops	2
copies	2
cookies	2
contest	2
confident	2
complete	2
complained	2
comments	2
comfort	2
college	2
clothing	2
closed	2
climbed	2
cleaners	2
chocolate	2
chiefs	2
cheered	2
checking	2
chased	2
changed	2
change	2
ceremony	2
cats	2
catch	2
cashier	2
carrots	2
carried	2
card	2
butterfly	2
burger	2
build	2
bright	2
breakfast	2
break	2
borrowed	2
body	2
blanket	2
bite	2
bit	2
belt	2
beginning	2
basketball	2
barely	2
bar	2
bank	2
banana	2
ball	2
baked	2
awesome	2
avoided	2
attempt	2
artist	2
arrive	2
arm	2
apples	2
apartment	2
annoyed	2
amount	2
ambulance	2
amazed	2
along	2
alone	2
album	2
aid	2
agent	2
afterward	2
admitted	2
15	2
zoo	1
zebras	1
yummy	1
yogurt	1
yoga	1
yelped	1
yellow	1
yelled	1
yao	1
xylophone	1
wrongly	1
wrong	1
worn	1
world	1
works	1
workers	1
wonders	1
witnessing	1
within	1
witchs	1
wish	1
wiser	1
wildly	1
wild	1
wig	1
wifes	1
white	1
wheelchair	1
wheel	1
whale	1
wet	1
werent	1
wept	1
weird	1
weightlifting	1
weekend	1
weeds	1
weddings	1
website	1
waterfall	1
watches	1
washing	1
warned	1
warn	1
warming	1
warm	1
war	1
wanting	1
waltons	1
waiting	1
vomited	1
voicemail	1
visited	1
violent	1
village	1
view	1
victory	1
verdict	1
venues	1
veggies	1
vegetables	1
valuable	1
usual	1
urged	1
unsurprisingly	1
unsafe	1
unprepared	1
unnerved	1
unless	1
university	1
uniform	1
unhurt	1
unhappily	1
unfortunately	1
unemployed	1
understood	1
uncomfortably	1
uncomfortable	1
uncle	1
umbrella	1
ultimate	1
twoday	1
twenty	1
turtle	1
turning	1
turn	1
tuna	1
tue	1
tryouts	1
trunk	1
true	1
truck	1
trek	1
trees	1
treated	1
treat	1
travel	1
trapped	1
trap	1
transit	1
tradition	1
traded	1
tracks	1
tracked	1
track	1
toys	1
towel	1
touched	1
touchdown	1
touch	1
totally	1
toss	1
tooth	1
toms	1
tomatoes	1
toenail	1
toddler	1
today	1
toaster	1
toast	1
title	1
tips	1
tip	1
tiny	1
tinas	1
tickets	1
tick	1
tias	1
thrived	1
thousand	1
thoughts	1
thoughtless	1
thinking	1
thing	1
therapy	1
thankfully	1
texted	1
terror	1
terrified	1
tellers	1
technician	1
teasing	1
teapot	1
teams	1
teammates	1
teamed	1
tea	1
tcu	1
tay	1
taught	1
tap	1
tangled	1
talked	1
tail	1
tacos	1
taco	1
tablet	1
table	1
system	1
swore	1
switch	1
swing	1
swimmingly	1
swimming	1
swimmer	1
swim	1
sweets	1
sweat	1
swap	1
swans	1
swamped	1
survived	1
surroundings	1
surge	1
surfing	1
surf	1
supporting	1
supper	1
supervisor	1
sunscreen	1
sunlight	1
sundays	1
sunblock	1
sun	1
sullivans	1
suite	1
suitcase	1
suggested	1
suffocated	1
sufficient	1
sues	1
suede	1
sued	1
successfully	1
succeeds	1
succeeded	1
subscriber	1
submarine	1
stupid	1
stunned	1
stung	1
studying	1
struggles	1
struggled	1
strike	1
stressful	1
stress	1
strap	1
stove	1
stores	1
stomach	1
stole	1
stock	1
step	1
stealing	1
staying	1
startled	1
starting	1
staring	1
starbucks	1
stands	1
standing	1
stabbed	1
squirrel	1
square	1
sprout	1
sprayed	1
sprained	1
spotted	1
sport	1
spooky	1
sponsor	1
spoke	1
spoiled	1
split	1
splinters	1
spitting	1
spit	1
spilled	1
speed	1
spectacular	1
special	1
spat	1
sparkly	1
source	1
soprano	1
song	1
someplace	1
somebody	1
solved	1
solo	1
solitude	1
soda	1
socks	1
socializing	1
sobbed	1
sob	1
soaked	1
snuck	1
snowman	1
snooping	1
sneakers	1
snakes	1
smoke	1
smiling	1
smells	1
smelled	1
smartphone	1
slowed	1
slow	1
slipped	1
sliced	1
sledding	1
sled	1
skipped	1
skin	1
skiing	1
skating	1
skateboard	1
skate	1
sizes	1
size	1
situation	1
sitting	1
sites	1
sisters	1
sisterinlaw	1
sink	1
simons	1
significant	1
sign	1
sidewalk	1
sicily	1
shyness	1
shy	1
shuffle	1
showed	1
shovel	1
shortly	1
shorter	1
shopping	1
shoplifting	1
shoplifter	1
shook	1
shock	1
shivers	1
ships	1
shipper	1
sheepishly	1
shaving	1
shared	1
shame	1
shaken	1
shadows	1
shade	1
sewed	1
severely	1
severe	1
sever	1
serving	1
service	1
served	1
serve	1
seriously	1
serious	1
series	1
sentenced	1
send	1
semester	1
seller	1
sell	1
selfpublishing	1
self	1
seen	1
seek	1
seeds	1
secure	1
secluded	1
seats	1
seat	1
seagull	1
sculpture	1
scream	1
scratching	1
scrambled	1
scones	1
science	1
schedules	1
schedule	1
scenery	1
scarves	1
scammed	1
scale	1
sauls	1
satisfying	1
satiated	1
sat	1
sarahs	1
santa	1
sank	1
sang	1
sandwiches	1
sandwich	1
sandalwood	1
salsa	1
salon	1
salesman	1
sale	1
salary	1
sailing	1
safely	1
sadly	1
rules	1
rudys	1
routine	1
router	1
round	1
rope	1
roommates	1
roommate	1
rons	1
romantic	1
rolled	1
rocks	1
robber	1
roared	1
ripe	1
rip	1
riding	1
rid	1
ricos	1
review	1
reversing	1
reversal	1
reveals	1
revealed	1
reunited	1
return	1
result	1
restroom	1
restaurants	1
response	1
respects	1
resetting	1
rescuing	1
rescued	1
rescue	1
requested	1
replacement	1
replaced	1
replace	1
repeat	1
reopened	1
rented	1
remover	1
removed	1
reminds	1
reminded	1
remarked	1
remained	1
remain	1
relieving	1
relief	1
relaxing	1
relaxes	1
related	1
rejuvenated	1
rejoiced	1
rejected	1
reinstate	1
rehab	1
regularly	1
regular	1
regained	1
refused	1
refunded	1
refund	1
refrigerator	1
reef	1
recovery	1
recover	1
record	1
recommended	1
recognized	1
recipe	1
recalled	1
reasonably	1
reason	1
realizes	1
ready	1
reads	1
reader	1
read	1
react	1
ravaged	1
rash	1
rappers	1
rang	1
raised	1
raining	1
raffle	1
racist	1
race	1
rabbit	1
quieter	1
quiet	1
question	1
putting	1
puts	1
pushed	1
push	1
pursue	1
purse	1
punished	1
punched	1
pulling	1
provided	1
proudly	1
promptly	1
promotion	1
promoted	1
projects	1
program	1
prognosis	1
profusely	1
profitable	1
profession	1
productive	1
product	1
procrastinating	1
proceeded	1
problems	1
problem	1
probably	1
proactiv	1
private	1
prison	1
pretzels	1
pretended	1
pressed	1
prescribed	1
prejudices	1
pregnant	1
preferred	1
predictably	1
praying	1
prayed	1
prank	1
powers	1
pottytrained	1
potential	1
posted	1
post	1
pork	1
popular	1
popped	1
pool	1
polish	1
policeman	1
pole	1
points	1
point	1
pocket	1
plumber	1
plentiful	1
please	1
plastic	1
plants	1
plant	1
plane	1
plan	1
places	1
placated	1
pit	1
pinched	1
pillow	1
pilgrims	1
pigeons	1
pig	1
pieces	1
picture	1
picnic	1
pickles	1
photos	1
philosophy	1
peters	1
personal	1
perk	1
pencils	1
pencil	1
peas	1
peaches	1
peach	1
peacefully	1
patient	1
path	1
passion	1
passerby	1
parts	1
partners	1
participating	1
paris	1
pants	1
panic	1
pams	1
pair	1
paintings	1
pain	1
pages	1
paddle	1
owls	1
owed	1
overwhelmed	1
overtime	1
overjoyed	1
overhead	1
overeat	1
ovation	1
outrun	1
outraged	1
outdoors	1
outback	1
outage	1
organized	1
orders	1
orchard	1
orange	1
opted	1
opinion	1
operate	1
operas	1
opera	1
opens	1
onto	1
ones	1
oldest	1
okay	1
offended	1
odor	1
oddest	1
obliged	1
obedient	1
nuts	1
nuggets	1
nude	1
noticing	1
noticed	1
norms	1
nights	1
nickys	1
network	1
nells	1
negotiate	1
necklaces	1
neat	1
near	1
navy	1
nature	1
narrowly	1
narrow	1
nap	1
named	1
myla	1
mustard	1
must	1
mud	1
mturk	1
mr	1
mowing	1
mousetrap	1
motivational	1
mortified	1
moose	1
mood	1
month	1
monopoly	1
moms	1
moment	1
modelling	1
model	1
mixed	1
mister	1
missing	1
miss	1
minute	1
mine	1
mincemeat	1
million	1
mill	1
milk	1
migraines	1
migraine	1
mice	1
meticulous	1
methodical	1
metal	1
messed	1
memorized	1
memories	1
member	1
melon	1
melanies	1
megans	1
meets	1
medication	1
mechanic	1
meatless	1
meanwhile	1
meals	1
mcdonalds	1
matts	1
math	1
master	1
mass	1
marines	1
marathon	1
manuscript	1
mans	1
managing	1
manages	1
manage	1
malpractice	1
malfunctioning	1
mailed	1
mailbox	1
mail	1
macs	1
lying	1
luxuries	1
luc	1
loyal	1
lower	1
loo	1
longed	1
lobsters	1
lobster	1
lizzies	1
living	1
livid	1
lives	1
lived	1
litter	1
literate	1
lit	1
listen	1
line	1
lights	1
lifes	1
lied	1
lice	1
lexi	1
letters	1
lessened	1
lend	1
legos	1
legal	1
leashes	1
learning	1
leaned	1
league	1
layaway	1
lawns	1
law	1
laughter	1
laugh	1
latte	1
larrys	1
larger	1
landscape	1
land	1
lamberts	1
lack	1
laces	1
kys	1
kyrie	1
knows	1
known	1
knowledge	1
knocked	1
kittens	1
killed	1
kicked	1
kenya	1
kens	1
kellys	1
kaylie	1
jump	1
julies	1
judgmental	1
judges	1
journal	1
jordyn	1
joint	1
joining	1
jogging	1
joanies	1
jims	1
jet	1
jennys	1
jennas	1
jelly	1
jeans	1
jaw	1
jars	1
jar	1
japan	1
jans	1
janitor	1
janets	1
jamess	1
jacksons	1
jacks	1
ive	1
issues	1
island	1
inviting	1
invited	1
investigation	1
inventory	1
introduced	1
interesting	1
interested	1
intensity	1
inspiration	1
inspect	1
insisted	1
inky	1
inhale	1
information	1
influence	1
inexperience	1
independent	1
incense	1
inas	1
improvements	1
important	1
impact	1
imagined	1
image	1
iguana	1
ignoring	1
ignored	1
idol	1
idea	1
icy	1
hunted	1
hungrier	1
hunger	1
hundred	1
hulu	1
however	1
hose	1
horse	1
horribly	1
hopes	1
hopefully	1
honorary	1
homeless	1
hollywood	1
hole	1
holds	1
holding	1
hockey	1
hobby	1
hired	1
hire	1
higher	1
high	1
henrys	1
hendersons	1
heels	1
heater	1
healthy	1
headphones	1
headed	1
headaches	1
head	1
hay	1
hawk	1
haunted	1
hate	1
hat	1
hassle	1
harrys	1
harpooner	1
harolds	1
hardwood	1
hardest	1
harder	1
happiness	1
hangover	1
hang	1
handsome	1
hands	1
hamburgers	1
hamburger	1
half	1
hair	1
gum	1
guitar	1
guessing	1
grows	1
grown	1
grow	1
grocery	1
grits	1
grey	1
grew	1
greeted	1
greatly	1
greatest	1
gravy	1
grave	1
gratifying	1
grapes	1
grandson	1
grandmother	1
granddaughter	1
grandchildren	1
graduating	1
graduated	1
gradually	1
grabbed	1
grab	1
gotten	1
gossiping	1
goes	1
god	1
goat	1
glue	1
glitter	1
gleaming	1
glass	1
gives	1
girls	1
gifts	1
gibbie	1
gestures	1
germs	1
germany	1
gently	1
gentleman	1
geno	1
general	1
geese	1
geckos	1
gavins	1
gas	1
garden	1
gaming	1
furniture	1
furious	1
funerals	1
fudge	1
froze	1
frosted	1
front	1
frisbee	1
frilly	1
friendly	1
fresh	1
freaked	1
frat	1
fought	1
fortunately	1
forget	1
forever	1
forehead	1
fool	1
fond	1
followed	1
folks	1
folded	1
fly	1
flu	1
flounder	1
floors	1
flooding	1
float	1
flavorful	1
flavored	1
flattened	1
flashlights	1
fixing	1
fix	1
fit	1
fishing	1
finishes	1
finding	1
filtered	1
filter	1
film	1
filled	1
fiji	1
figured	1
figure	1
fight	1
fiance	1
ferret	1
fence	1
female	1
feliciano	1
feels	1
feeding	1
fear	1
fayes	1
fault	1
fathers	1
fascinated	1
farmer	1
fantastic	1
famous	1
falls	1
fall	1
faithful	1
fairy	1
fair	1
fail	1
facebook	1
fabulous	1
fabric	1
eyes	1
external	1
exterminator	1
exploded	1
expertise	1
expert	1
exited	1
exercise	1
exchanged	1
exceptionally	1
excellent	1
excelled	1
exams	1
examine	1
exaggerating	1
event	1
esized	1
equally	1
entertaining	1
entered	1
enter	1
enraged	1
enlightened	1
enjoys	1
engine	1
ending	1
encouragement	1
encouraged	1
emptyhanded	1
employees	1
elis	1
election	1
elderly	1
elated	1
eight	1
eggplant	1
effort	1
effect	1
educational	1
edge	1
eaten	1
earthquake	1
earrings	1
earring	1
earn	1
dung	1
dune	1
dumplings	1
dug	1
ducks	1
ducked	1
dry	1
drum	1
drugs	1
drooled	1
drone	1
dried	1
dressed	1
dream	1
drawing	1
drank	1
dragon	1
double	1
doreens	1
dont	1
doghouse	1
doesnt	1
docks	1
dmv	1
dj	1
distance	1
disk	1
dishes	1
disappointment	1
disappears	1
dirty	1
dirt	1
dinosaurs	1
diminishing	1
diligence	1
digging	1
differences	1
difference	1
diet	1
diary	1
devoted	1
determination	1
detention	1
detector	1
desk	1
descended	1
dentures	1
deleted	1
defeated	1
decorate	1
declared	1
debt	1
death	1
dealership	1
deal	1
dark	1
dandelion	1
dance	1
damage	1
cutting	1
cut	1
curtly	1
curtains	1
curse	1
curled	1
curfew	1
cups	1
cupcake	1
cultural	1
cry	1
crush	1
cruise	1
cruel	1
crows	1
crown	1
crowd	1
crone	1
credit	1
creation	1
created	1
cramped	1
craft	1
cozy	1
coy	1
coworkers	1
coward	1
covered	1
coverage	1
cover	1
court	1
countries	1
counter	1
countdown	1
counselor	1
costumes	1
correctly	1
corn	1
copyright	1
cooking	1
conversations	1
convenient	1
controller	1
contents	1
content	1
contained	1
console	1
considering	1
considered	1
consequences	1
congratulated	1
confused	1
confidence	1
confess	1
conditioner	1
concierges	1
concerns	1
concentrated	1
computers	1
compliments	1
complimented	1
completed	1
competition	1
compete	1
companionship	1
companion	1
common	1
coming	1
comfortable	1
colorful	1
collection	1
collected	1
collect	1
coins	1
coin	1
coax	1
coat	1
coasted	1
coach	1
co	1
clown	1
clock	1
climbing	1
climb	1
client	1
cleared	1
cleaner	1
classic	1
clarity	1
city	1
cities	1
cis	1
circus	1
churned	1
chops	1
chopping	1
chipmunk	1
cherished	1
checkers	1
checked	1
cheating	1
charged	1
chair	1
cereal	1
center	1
cell	1
celebrated	1
celebrate	1
cd	1
causing	1
categories	1
castle	1
cast	1
cassies	1
cassidy	1
casserole	1
cash	1
cars	1
carnival	1
cards	1
caras	1
cant	1
canoe	1
cannot	1
candles	1
candidate	1
cancel	1
camping	1
camp	1
calmly	1
calmed	1
calls	1
calling	1
calendars	1
cad	1
cabin	1
cab	1
buying	1
buttons	1
businessman	1
burst	1
burns	1
burning	1
burn	1
buried	1
burgers	1
bumper	1
bully	1
bulls	1
bullies	1
bullied	1
bulb	1
built	1
building	1
bugs	1
buggies	1
buffet	1
bruised	1
broom	1
bronco	1
brittanys	1
bringing	1
briefcase	1
brakes	1
bradleys	1
braces	1
bowling	1
bouquets	1
bouquet	1
bottle	1
bosses	1
bored	1
boots	1
boot	1
booked	1
bonded	1
bon	1
bod	1
bobs	1
bobcat	1
board	1
boa	1
blushed	1
blueberries	1
blouse	1
bloomed	1
blonde	1
blog	1
bloating	1
bleeding	1
bleed	1
blackhawks	1
bittertasting	1
bitter	1
bites	1
billys	1
bikes	1
biggest	1
bigger	1
bicycles	1
bicycle	1
bex	1
bet	1
bennys	1
belongings	1
believes	1
believed	1
behind	1
begin	1
beggar	1
bees	1
beer	1
bedtime	1
bedspread	1
bedroom	1
beard	1
beach	1
bats	1
bathroom	1
bath	1
basket	1
bases	1
basement	1
bars	1
barrys	1
bargain	1
barbecue	1
bankruptcy	1
bani	1
bandana	1
balls	1
balloon	1
ballet	1
balked	1
baking	1
badly	1
backyard	1
babysitting	1
babysitter	1
award	1
avid	1
audition	1
audiences	1
attitude	1
attention	1
attended	1
attack	1
attached	1
astronaut	1
aspen	1
asking	1
aside	1
arrested	1
arrest	1
arrangements	1
arrange	1
army	1
argument	1
argued	1
archery	1
approve	1
apprenticeship	1
appreciation	1
appointment	1
applied	1
appeal	1
app	1
apart	1
anything	1
anxious	1
antipoison	1
anticipation	1
anthonys	1
answers	1
anonymous	1
anoles	1
animals	1
animal	1
angrily	1
andys	1
ancestors	1
amys	1
amusing	1
among	1
america	1
amazon	1
already	1
allowed	1
alligators	1
allergies	1
algebra	1
alcoholics	1
alarms	1
alarm	1
ala	1
afterwords	1
afford	1
advice	1
adult	1
adopting	1
admired	1
adjust	1
added	1
activity	1
across	1
achieved	1
accustomed	1
accountant	1
accomplishment	1
acclimated	1
accidentally	1
accident	1
ac	1
abused	1
absolutely	1
ability	1
80	1
70	1
50	1
2nd	1
