	word	count
77	dadtook	2
2793	couldspeak	2
3501	couldntbelieve	2
3363	camehome	2
1198	buycar	2
3652	brokesong	2
307	bossfired	2
867	begansing	2
3669	bedwent	2
1562	becamemaster	2
3790	baseballgame	2
3711	bandnever	2
765	backsleep	2
310	backhouse	2
2352	awaynever	2
2392	arounddrove	2
3519	applepie	2
910	anothertattoo	2
687	alwayshated	2
225	aloneroom	2
864	yogaclass	1
1180	yellsleave	1
3166	yelledman	1
1711	yelledgirl	1
3709	yelledeveryone	1
1794	yeareasily	1
1760	yawnedshuffled	1
3175	yaosvegetables	1
2465	wrotethank	1
1862	wrotepoor	1
1971	wrotelarge	1
736	writingessay	1
2817	writesongs	1
3987	wristnever	1
3005	wristgreat	1
4020	wrestlingteam	1
3141	wrestleddoctor	1
301	wouldwithout	1
763	wouldvisit	1
2932	wouldthing	1
3083	wouldswim	1
2543	wouldshop	1
2657	wouldrather	1
2036	wouldpass	1
1056	wouldntmake	1
545	wouldmake	1
3656	wouldkeep	1
2919	wouldhelp	1
1837	wouldgreat	1
2832	wouldget	1
129	wouldfun	1
3356	woulderase	1
4007	wouldeat	1
1613	woulddifficult	1
1396	woulddecision	1
685	wouldcareer	1
1151	wouldadmit	1
3538	wouldable	1
3236	worthlesstractor	1
4060	worstpopsicles	1
3381	worstplace	1
3470	worseswimming	1
3307	worriedfuture	1
4015	worriedflooding	1
2332	worldanymore	1
2300	workweekend	1
3362	workweather	1
3221	workjury	1
2283	workingcosmetics	1
551	workingbriskly	1
723	workerwalked	1
3840	workertold	1
690	workerneeded	1
689	workergave	1
1308	workerbegan	1
2987	workedharder	1
3292	workanymore	1
3425	woreschool	1
3428	worenavy	1
3887	worecowboy	1
2397	wordsang	1
3498	wonttalk	1
344	wonteat	1
3583	wonderingnew	1
1455	wonderfultime	1
2605	wonderedstrange	1
3301	wondereddog	1
1096	wonderedale	1
2968	womantold	1
3018	womanthought	1
388	womansoffer	1
3368	womanreleased	1
734	womandinner	1
1586	womandecided	1
177	wokewent	1
981	wokerefreshed	1
1277	wokenext	1
932	wokegot	1
1307	wokefeeling	1
2699	withoutrewarding	1
3821	withoutplaying	1
1696	withoutpaints	1
1754	withoutincidents	1
501	withoutincident	1
2402	withoutever	1
4140	withoutboredom	1
2279	wishuncle	1
1082	wishrained	1
428	wishesalone	1
175	wishedvisited	1
1222	wishedthree	1
3803	wishedsummer	1
2381	wishedsomeone	1
2629	wishedpulling	1
3125	wishednever	1
2296	wishedmade	1
859	wishedlooked	1
2811	wishedhadnt	1
3026	wishedfamily	1
701	wisheddaughter	1
3554	wipednose	1
3386	wipedice	1
848	winterclothing	1
3124	wineparents	1
217	windowstayed	1
1831	windowshop	1
2441	wildflowersside	1
1728	wifewanted	1
3014	wifegave	1
3843	wideawake	1
4242	wholetime	1
558	wholepizza	1
3409	wholehome	1
3950	wholegallon	1
1916	wholeexperience	1
1992	wholeclass	1
2274	whitemr	1
2992	whetherwould	1
146	wheeldidnt	1
436	whateverwanted	1
2561	werentsurvivors	1
2336	werentinteresting	1
2199	werentdead	1
1485	wentzoo	1
1881	wentwork	1
3699	wentvision	1
371	wentuniversal	1
1580	wenttreated	1
3664	wentswimming	1
2257	wentsprinting	1
3214	wentsauna	1
2295	wentrunning	1
2277	wentride	1
2503	wentrestaurant	1
3560	wentpizza	1
3817	wentpantry	1
3441	wentonline	1
3184	wentnight	1
1171	wentnice	1
3351	wentjog	1
2604	wentgym	1
3789	wentget	1
145	wentfishing	1
1139	wentfind	1
67	wenteat	1
4227	wentdrivein	1
2080	wentcar	1
4208	wentbusiness	1
3047	wentbuilt	1
3692	wentbehind	1
2728	wentbeach	1
3171	wentaway	1
2615	wentanother	1
3320	welltest	1
3864	wellskateboarded	1
2205	wellrested	1
1835	wellrehearsed	1
392	wellnever	1
914	welllit	1
3115	welcomedkid	1
3715	welcomedcompetition	1
857	welcomeaddition	1
3179	weightloss	1
3373	weightlater	1
2240	weight299	1
1348	weekwent	1
2218	weekslater	1
1650	weeksigned	1
4090	weekendgardening	1
3961	weedsgrow	1
3621	weddingplanner	1
2808	weatherlovely	1
1698	wearnew	1
1449	wearleft	1
2632	wearingsocks	1
1917	wearingglasses	1
163	wearingfloral	1
337	wearingdark	1
3109	wearglasses	1
3798	wearearrings	1
3021	weardirty	1
2424	watertook	1
4084	watertims	1
4152	waterstill	1
4201	waterskiing	1
1250	waterski	1
2953	waterdirectly	1
3770	watchwrist	1
440	watchmovies	1
1848	watchmovie	1
3196	watchingtelevision	1
330	watchingfilm	1
2449	watchingenough	1
302	watchhorror	1
1349	watchfavorite	1
928	watchenough	1
3432	watchedwrestling	1
3794	watchedvideo	1
3291	watchedtv	1
3024	watchedplay	1
2696	watchednew	1
2988	watcheddad	1
3107	watchedbreaking	1
2284	watchedanother	1
936	wastetime	1
3956	wastedtime	1
2395	wasntworried	1
3610	wasntwearing	1
3552	wasntwatching	1
3980	wasntsurvived	1
1477	wasntskilled	1
2372	wasntprepared	1
725	wasntnervous	1
355	wasntinterested	1
816	wasntinjured	1
712	wasnthungry	1
3169	wasntgood	1
1373	wasntforgetful	1
3319	wasntclose	1
2495	wasntable	1
2747	washedbowl	1
2800	warsmovie	1
374	warningweather	1
979	warmedchicken	1
27	wantwork	1
879	wantwish	1
1720	wanttalk	1
1149	wantssell	1
3648	wantsdate	1
1146	wantride	1
2353	wantplay	1
509	wantpeaches	1
162	wantlicense	1
2950	wantkids	1
2105	wantheater	1
633	wanthear	1
4182	wantgirlfriend	1
2359	wantfun	1
1635	wantedtell	1
3972	wantedtalk	1
2309	wantedmovie	1
229	wantedmeet	1
3274	wantedhang	1
4108	wantedforever	1
2443	wantedfireman	1
1414	wantedask	1
794	wantedanother	1
1131	wanteat	1
391	wantcoon	1
1320	wantcontinue	1
4040	wantcome	1
626	wantchips	1
2384	wantchange	1
3206	wantbox	1
2462	wantanymore	1
1136	waltonsfelt	1
3199	walmartbullets	1
17	wallstreet	1
3270	walkvoting	1
3879	walkingaround	1
1803	walkedtoward	1
3612	walkedsurprise	1
1228	walkedschool	1
201	walkedmailbox	1
1921	walkedclass	1
516	walkaround	1
406	waitingflowers	1
204	wagonaway	1
628	votingplace	1
239	vomitedsidewalk	1
3120	vomitedjudges	1
3294	volcanodidnt	1
103	visitrestaurant	1
2939	visitorchard	1
4173	visitnew	1
1104	visitinstead	1
1781	visitedcolorado	1
1701	visitbeach	1
484	visionquest	1
1900	virusescomputer	1
3162	villageuninformative	1
2471	videostracys	1
3327	videosgames	1
3012	videogamestupid	1
2630	videoanyway	1
3108	viannasuddenly	1
978	vetremoving	1
3885	veggieburger	1
1055	vegetableswithout	1
1053	vacuumcleaner	1
1882	vacationtomorrow	1
1302	vacationmexico	1
1646	vacationfailure	1
2181	vacationamerica	1
2027	usinglegos	1
2782	usingcomputer	1
2649	usingcalendars	1
955	usedtwo	1
2912	usedtime	1
2474	usedshovel	1
1064	usedseeing	1
2046	usedphone	1
1810	usedmoney	1
878	usedknowledge	1
1771	usedcd	1
1991	usedcar	1
3499	usecoupons	1
159	usaround	1
3133	upsetvet	1
1967	upsetsomebody	1
4001	upsetsaid	1
2472	upsetpoorly	1
1999	upsetparents	1
717	upsetone	1
629	upsetlosing	1
2316	upsetidol	1
1488	upsethed	1
4175	upsetgrade	1
2635	upsetgo	1
9	upsetgesture	1
1	upsetflowers	1
2104	upsetdiscovered	1
3069	upsetdidnt	1
706	upsetday	1
424	upsetbothering	1
1340	upsetacne	1
100	upgradecell	1
28	untiedoften	1
4088	unraveledscarf	1
1369	unpluggedphone	1
1300	universalstudios	1
579	uniformbecame	1
2671	unicornvideos	1
3033	unicorncake	1
1145	unfriendlyworld	1
2304	uneventfulnight	1
4147	unclewent	1
191	unclebirthday	1
3044	unableget	1
280	unablecontrol	1
1539	uglynames	1
1684	uglycake	1
4218	twoweeks	1
2996	twoships	1
2712	twodollars	1
901	twentypounds	1
4146	twelvedollars	1
2518	tuxedoruined	1
3318	turtledeep	1
3038	turtlecontinued	1
3614	turnstove	1
2556	turnedstereo	1
1893	turnedpublisher	1
357	turnedphone	1
199	turnedoven	1
420	turnedgps	1
4107	turnedflashlight	1
3814	turnedbright	1
937	turnedback	1
3398	turnedasked	1
4055	turkeyburgers	1
1306	tshirtterrible	1
3746	trywrestling	1
2505	trytumbling	1
482	trynew	1
2562	tryingtrim	1
320	tryinghello	1
2341	tryamazing	1
3317	truethanks	1
965	trippedspilled	1
494	trimarchies	1
1429	triedfit	1
649	trekkingnorth	1
1914	treesoften	1
1070	treesapples	1
2262	treepopcorn	1
2925	treefirewood	1
2637	treatsmoney	1
1072	treatice	1
4189	treatedfriends	1
3446	travelingmerchant	1
1210	travelbig	1
774	trashleft	1
3383	trashkitchen	1
2666	transitget	1
2936	trainleaves	1
1531	trainingwheels	1
2692	trainenjoyed	1
844	tradesandwiches	1
1269	tracysfavorite	1
1179	tractorparts	1
4103	tractoraround	1
847	toycar	1
1106	toweldirty	1
1953	towardscreamed	1
2848	tourguide	1
1694	totalsuccess	1
1965	tossmoney	1
1029	toothpulled	1
3101	toothfairy	1
3228	toolscost	1
2260	tookthrew	1
3265	tooksmoking	1
2140	tookseat	1
3469	tookput	1
3543	tookpunishment	1
888	tookpizza	1
3387	tookpinch	1
2870	tookone	1
1640	tookkids	1
2949	tookgirls	1
1574	tookget	1
2453	tookdrink	1
1834	tookdinner	1
3865	tookcar	1
1460	tookboots	1
3451	tookamount	1
2446	tookaccounting	1
457	tomsshoelaces	1
1598	tomsdad	1
1108	tomatoesplanted	1
3540	toldworthless	1
3113	toldworker	1
2060	toldwife	1
3434	toldwanted	1
2213	toldugly	1
3231	toldsupervisor	1
3275	toldstay	1
2661	toldservice	1
3686	toldsecret	1
1772	toldnurse	1
257	toldnumber	1
3783	toldmom	1
385	toldmake	1
2994	toldloves	1
807	toldlazy	1
2389	toldkeep	1
654	toldjudge	1
1759	toldinterested	1
3513	toldhusband	1
1258	toldhated	1
594	toldgrandma	1
2487	toldgoing	1
667	toldgo	1
2128	toldgirlfriend	1
1103	toldget	1
496	toldfriends	1
631	tolddriver	1
3123	tolddont	1
943	tolddogs	1
1233	tolddate	1
1572	toldcut	1
2261	toldcrush	1
1223	toldcall	1
2361	toldcake	1
4202	toldbreast	1
603	toldboyfriend	1
1533	toldboy	1
3557	toldagent	1
3447	toldactors	1
4123	togetherroommates	1
3599	togethernight	1
791	togetherevery	1
2903	toeamputated	1
4074	toasteraway	1
891	tireokay	1
699	tiredstaying	1
3230	tiredafterwards	1
1062	tipshelp	1
3006	tinassister	1
813	tinashusband	1
1443	timsgirlfriend	1
3003	timsfamily	1
2755	timscleanest	1
276	timevacation	1
3702	timesmelly	1
3855	timesince	1
760	timesdidnt	1
3555	timerestaurant	1
445	timepool	1
2538	timeplaying	1
3091	timeparty	1
959	timenight	1
3919	timenever	1
2144	timeill	1
1366	timeget	1
2647	timegermany	1
210	timefamily	1
1089	timedate	1
2937	timebest	1
3374	tiechoice	1
1621	ticketmadrid	1
2752	ticketdisneyland	1
3393	tiaskids	1
3523	throwworthless	1
2920	throwaway	1
1517	throatcures	1
4000	thrilledspeed	1
1938	thrilledfiancé	1
295	thriftstore	1
433	threwwagon	1
747	threwtemper	1
568	threwteapot	1
2268	threwsalve	1
2149	threwriver	1
2544	threwrest	1
4029	threwposter	1
2963	threwpineapple	1
1124	threwpackage	1
746	threwkey	1
1838	threwice	1
3534	threwgarbage	1
2676	threwgame	1
1962	threwdogs	1
3833	threwcups	1
4046	threwcake	1
1176	threwbroken	1
2718	threwbrick	1
3061	threwbooks	1
3034	threwbook	1
643	threwbeads	1
3951	threenew	1
1060	threemonth	1
2319	threedaughters	1
481	thoughtwouldnt	1
2009	thoughtwasnt	1
97	thoughtuseless	1
245	thoughttasted	1
209	thoughtset	1
3119	thoughtsand	1
1926	thoughtreport	1
1727	thoughtovergrown	1
1088	thoughthiking	1
1740	thoughthighly	1
3213	thoughtheadphones	1
2210	thoughtgift	1
1802	thoughtfishing	1
3239	thoughtdirtiest	1
1739	thoughtchildren	1
3830	thoughtcereal	1
1090	thoroughlyenjoyed	1
2943	thirdplace	1
2623	thinkugly	1
3570	thinktake	1
3646	thinksselfish	1
2704	thinkspit	1
1475	thinksfriends	1
309	thinkscould	1
1660	thinksbus	1
190	thinkill	1
1211	thingsgrandma	1
2895	therapisttold	1
1221	therapistnarcissist	1
441	theatrewatch	1
1578	theaterwent	1
2502	thankschicago	1
2514	thankedsister	1
2633	thankedboss	1
195	thankcard	1
375	thankbroker	1
593	textphone	1
3049	textedteacher	1
197	textasking	1
3957	testpassed	1
2959	terrifieddogs	1
3986	terrifiedbit	1
1203	terribledate	1
2619	terriblecolor	1
1986	tennisracket	1
1985	tempertantrum	1
2860	tellsstop	1
3878	tellslose	1
167	tellingleaving	1
1853	tellerpay	1
1389	tellanything	1
246	tellanyone	1
3744	telladult	1
2581	teethwould	1
3121	teethmade	1
3532	technicianinstalled	1
3404	teasaucer	1
1495	tearsskipped	1
3892	teaput	1
3306	teapotaway	1
1537	teampoor	1
720	teamnext	1
896	teammatessaid	1
3272	teamgave	1
362	teamdidnt	1
2142	tealater	1
1514	teachingeasy	1
2243	teachingchildren	1
1608	teacheryelled	1
1813	teachershaped	1
713	teacherrewarded	1
3759	teacherpleased	1
172	teachergot	1
1346	teachergave	1
894	teachercommended	1
3600	teabetter	1
3816	taydecided	1
2119	taxidriver	1
1960	taughtsew	1
770	tattoocheek	1
3314	tastysausage	1
3433	tastycake	1
3836	tastedgreat	1
2973	tastecoffee	1
4097	tastebanana	1
2378	tarasmother	1
1530	tantrumdidnt	1
2379	tanningbooth	1
2868	talltrees	1
1629	talkmother	1
3357	talkgirl	1
3244	talkfamily	1
3934	talkedman	1
2589	talkanymore	1
1247	takingphotos	1
523	taketoronto	1
1350	takestore	1
2484	takesmall	1
3642	takeshower	1
2363	takepumpkin	1
58	takemirror	1
1591	takemass	1
2500	takehusband	1
3180	takegift	1
1700	takeeveryone	1
3563	takedance	1
2790	takecare	1
2684	takebreak	1
1735	takeanother	1
3894	takeambulances	1
1569	tableleft	1
2970	tablecould	1
3704	swunghead	1
3321	swimmingpool	1
439	swimmingday	1
1997	swimmingcoach	1
2117	swimminganymore	1
7	swimmerschool	1
3135	swimdeeper	1
2345	swimacross	1
174	sweatyday	1
2373	swatteddog	1
4181	swanstove	1
2175	swampool	1
369	swallowedball	1
1780	suvdrove	1
354	suspendedasking	1
1368	suspectedcrime	1
150	sushichef	1
1400	surprisedmuch	1
2894	surprisebirthday	1
554	surgicalprocedure	1
3208	surfedboard	1
3657	surewould	1
2917	suppliesneeded	1
3596	supervisorquitting	1
1441	supervisorgave	1
4221	sunsrays	1
1552	sundaesgrandpa	1
3097	summertime	1
3966	summerhouse	1
1617	summergave	1
1717	sullivanshated	1
2867	suggestingugly	1
1818	suggestedwould	1
306	suggestedapply	1
738	suddenlyfelt	1
3397	suddenlydecided	1
3242	successthrilled	1
2338	successfullymade	1
4131	studyalgebra	1
3866	studpiercing	1
1028	studenttime	1
3769	studentshand	1
1311	studentsfailed	1
3938	studentglasses	1
2423	struggledweight	1
3181	strongerever	1
2088	strokespicture	1
2346	strokedsharks	1
349	strippedskivvies	1
2857	stressedafterwards	1
2998	streetcorner	1
281	strayplants	1
3645	strangesmell	1
1343	strangerstolen	1
2886	strangerstole	1
3492	straighthome	1
2873	stormedrestaurant	1
30	storetold	1
2414	storesaks	1
2281	storenext	1
44	storegained	1
249	storeclosed	1
3779	stopsuggesting	1
4162	stopsfriends	1
3915	stoppedwearing	1
2642	stoppedtalking	1
3467	stoppedshopping	1
868	stoppedplaying	1
2113	stoppedliking	1
3207	stoppedeating	1
2438	stoppedcaring	1
3731	stoplunch	1
2085	stopharassing	1
590	stopbench	1
3030	stopbarking	1
1281	stooldeck	1
1690	stoodwalked	1
4048	stoodstreet	1
3452	stonesmusic	1
2833	stolesega	1
2475	stolenpurse	1
203	stolencheck	1
583	stolekey	1
4203	stolecoats	1
934	stolecar	1
1879	stockedfavorites	1
2259	stillwhite	1
3608	stillwasnt	1
1545	stilldont	1
1768	stillcould	1
3901	stillasleep	1
2157	stereoperfectly	1
2729	steppedtail	1
2523	stepmother	1
908	steamengines	1
2956	stealingwork	1
3875	stealgift	1
2247	stealanother	1
862	steakice	1
3841	steakdinner	1
3298	stayinstead	1
459	stayedinside	1
1388	stayeddark	1
3811	stayedbroken	1
1313	stayaway	1
2200	starvedorder	1
2249	startspending	1
3258	startedwearing	1
1484	startedwalking	1
869	startedstealing	1
4188	startedrunning	1
13	startedmaking	1
4117	startedlaughing	1
976	startedlaugh	1
2686	startedjumping	1
3622	startedfeel	1
411	startedeating	1
1748	starteddriving	1
3818	starteddrinking	1
2070	startedcry	1
2801	startedcoming	1
524	startdancing	1
4228	startballet	1
1462	standingfar	1
1723	stainedcrushed	1
1205	squirrelran	1
1649	springflowers	1
1454	spottea	1
2507	sporttried	1
214	spoiledfish	1
3413	splashedput	1
1593	spinbasketball	1
3103	spilledbowl	1
133	spidergrew	1
789	spentweekend	1
1567	spenttime	1
1240	spentrest	1
3224	spentmonths	1
52	spentday	1
2497	spentafternoon	1
2193	spendtime	1
1297	spendmoney	1
1715	spendingtime	1
393	spendingfreely	1
3336	speedquiz	1
3152	specialhappened	1
71	speakerfell	1
2580	spatcold	1
4083	sparklingfurious	1
1093	soundedbetter	1
999	sorethroat	1
3654	soonwent	1
425	soonlearned	1
2469	soonill	1
3575	sooncould	1
2961	songssang	1
3035	songdance	1
2865	someonetext	1
2138	somedayplace	1
3546	somebodystole	1
500	solidblue	1
1766	soldprivate	1
2621	soldman	1
3812	soldlot	1
2421	soldgolf	1
3601	soldfurniture	1
3574	soldcake	1
2989	soldbike	1
41	soilmanagement	1
3649	sodawhether	1
1033	soberlydirected	1
658	sobbedsad	1
2343	sobbedquietly	1
1726	snuckbathroom	1
2320	snazzyuniforms	1
559	snacksdrinks	1
1294	smokingplace	1
2308	smokecar	1
1153	smithsmad	1
1359	smilehug	1
843	smiledwent	1
3897	smellydog	1
3190	smellfreshly	1
3551	smellemanating	1
773	smeareddirt	1
1588	smeareddandelions	1
2560	smartlinguist	1
1972	smallkitten	1
3753	smallerfamily	1
3716	smallerdog	1
3299	smallcasserole	1
4214	smallcarryon	1
3504	smallbehind	1
4222	sloppyusing	1
42	sleptbus	1
176	sleepinstead	1
3267	sleepingwhole	1
4219	sleepingwell	1
463	slappedchief	1
3092	slammedglass	1
742	slammeddoor	1
3000	skivviesran	1
3509	skippedrest	1
285	skippedeven	1
2156	skippedeconomics	1
2226	skilledenough	1
3870	skihome	1
2871	skateboardedday	1
1301	sixhours	1
2947	sixflags	1
884	sitsun	1
3839	sitentire	1
3279	sisterwrote	1
2065	sistertook	1
2477	sisterrepaying	1
889	sisterparents	1
378	sisternever	1
671	sisterlot	1
421	sisterlaw	1
1150	sisterinlawenjoys	1
1874	sisterasked	1
1083	sisteralways	1
2611	sipright	1
917	sinkrepaired	1
3502	singlittle	1
3801	singingshow	1
3062	singingband	1
2073	singdance	1
1444	sincetire	1
3873	sincefit	1
497	sincefather	1
1707	sincebattery	1
825	signedcompete	1
3429	signedanother	1
669	sightseeingfinland	1
3647	sideroad	1
3693	sickvideo	1
1219	sickcoffee	1
2400	sickbananas	1
1142	sicilyworst	1
415	shutdoor	1
3900	shuffledoutside	1
3851	shufflecards	1
982	shruggednever	1
473	shreddedpapers	1
945	showus	1
1922	showtunes	1
694	showedhouse	1
2906	shovelget	1
1481	shoutedboys	1
2874	shouldntcaught	1
1163	shothole	1
1243	shotdeer	1
1513	shortscomfortable	1
1744	shoppingsoon	1
2643	shoppinggift	1
2132	shopliftnecklace	1
2035	shopfuture	1
2334	shopacross	1
1254	shookstudents	1
2888	shoeswent	1
3468	shoestore	1
992	shoelacesstarted	1
1352	shirtthrew	1
3032	shirtday	1
1833	shipsshared	1
2690	shippassed	1
1795	shipappeared	1
1434	shelflife	1
3136	shavingcream	1
1508	sharkwall	1
3860	sharksfin	1
1406	sharkboat	1
4078	sharkattacked	1
745	sharedwine	1
442	sharedconcern	1
898	sharedcargo	1
3248	shapedpaper	1
912	severalzebras	1
601	severalcustomers	1
3743	severalbees	1
1564	setgreat	1
2130	servingspoiled	1
2245	servesteak	1
3754	separatednever	1
2383	senttext	1
627	sentsecretary	1
1451	sentkidnapper	1
1769	sentaway	1
3167	sellpandas	1
3618	sellmuch	1
3172	sellitems	1
3810	selleggs	1
3188	selldoughnuts	1
1977	sellcocaine	1
3637	selfishhusband	1
4070	selfishcoldhearted	1
341	segasell	1
1415	seentennis	1
529	seensquirrel	1
1704	seeingsnow	1
2430	seedybackalley	1
3780	secretarywalmart	1
2893	secondtime	1
2303	secondround	1
2955	secondcountry	1
3582	seatnext	1
3338	searchedroom	1
3992	seagullslake	1
292	seacalm	1
3290	sculpturedisplay	1
3698	screamowls	1
2884	screamedthrew	1
3820	screamedface	1
2648	scratchingpost	1
950	scratchedscratching	1
2190	scrambledeggs	1
1086	scoopedwater	1
2051	scoldedstuffers	1
1819	schoolsinstead	1
2183	schoolreunion	1
3194	schoolrain	1
4116	schoollearn	1
2854	schoolhour	1
623	schoolhated	1
417	schoolfeeling	1
1304	schoolclosed	1
1383	schoolblue	1
2285	schedulesurgical	1
2219	scarymovie	1
3379	scarfthrew	1
161	scaredweight	1
3195	sayingdidnt	1
3426	savedenough	1
272	saucermouse	1
3043	satporch	1
148	satisfactionhappened	1
2151	satcalmly	1
526	satbreakfast	1
3074	satbench	1
2999	satanismday	1
1503	sarahsparents	1
4018	santabig	1
1672	sangalong	1
3792	sandwichplate	1
4139	sandwichesfriend	1
3059	sandcastles	1
1112	sandcastle	1
3666	sandalsfell	1
2131	samssandals	1
2000	samsmother	1
1842	samsdogs	1
1235	samsdentist	1
0	salvetrash	1
3358	saltroll	1
1982	sallyswent	1
3954	saleswould	1
1518	saksfifth	1
2951	saidyes	1
2519	saidwould	1
1964	saidnothing	1
2559	saidnice	1
227	saidneed	1
2777	saidlet	1
3694	saidfeet	1
2789	saiddidnt	1
753	saidcomplete	1
3149	sadwent	1
1575	sadwatching	1
775	sadtooth	1
2412	sadsongs	1
2364	sadreconciled	1
779	sadpossibility	1
3766	sadpeople	1
3453	sadparents	1
3305	sadone	1
1257	sadmigraines	1
3963	sadincident	1
2162	sadgo	1
2837	sadgetting	1
76	sadfruitful	1
2822	sadfriends	1
3114	sadeggs	1
3391	sadchild	1
3050	sadbrought	1
1092	sacrificedchild	1
4059	rwxforced	1
232	rusticappealing	1
3402	rushedemergency	1
2299	runningwent	1
2012	runningaway	1
2184	runclass	1
4122	rugbyleague	1
814	rudysparents	1
3238	roundsgolf	1
2040	rounddrink	1
147	ropefinal	1
2116	rootbeer	1
1584	roomsplay	1
1570	roomshouse	1
3331	roomnext	1
63	roommatessick	1
543	roomanybody	1
2244	room20	1
1336	ronaldsdoor	1
3569	rollrecipe	1
1465	rollingstones	1
2851	rolledwent	1
3584	rodeschool	1
952	roastedmarshmallows	1
640	roamhouse	1
1271	roadscompletely	1
4217	rivalgang	1
4091	rippeddesigns	1
4142	rightmade	1
4240	rightgarbage	1
3906	rightdriving	1
1274	rightaway	1
1238	ridrest	1
2415	ridinghuge	1
1994	ridingbus	1
3978	ridesecond	1
2466	rideride	1
3100	ridehorse	1
505	ridebike	1
2077	riddog	1
2765	riddledfungus	1
4047	ricodecided	1
3475	ribbonflavor	1
726	rewardedeveryone	1
2432	reviewcafe	1
4019	returnromania	1
4133	returnresort	1
571	returnpillow	1
2910	returnparis	1
367	returnedzoo	1
2739	returnanimal	1
1200	resultsinconclusive	1
3607	restrooms	1
3277	restnight	1
87	restmail	1
2990	restedmorning	1
1479	restclasses	1
1647	restchickens	1
1844	restaurantinstead	1
2938	restaurantcomplimented	1
731	restaurantate	1
