	word	count
521	tookamounttime	1
2802	tomsshoelacesstarted	1
1129	tomsdadhelpful	1
309	toldworkerneeded	1
2348	toldwifewanted	1
2661	toldwanteddivorce	1
2743	toldsupervisorquitting	1
2890	toldstayaway	1
1485	toldnursestop	1
1342	toldnumberactually	1
249	toldmothertook	1
1865	toldmothereverything	1
2048	toldmomgreat	1
1706	toldmakechili	1
129	toldlovespineapple	1
594	toldkeepusing	1
524	toldjudgeindeed	1
456	toldinterestedwoman	1
2252	toldhusbandgot	1
1055	toldgrandmafind	1
1472	toldgoingcamping	1
2782	toldgohell	1
49	toldgirlfriendleave	1
363	toldfriendshire	1
32	tolddrivertake	1
1005	tolddontfix	1
2265	tolddogsstop	1
1148	tolddateeverything	1
1171	toldcouldkeep	1
2323	toldcouldbuy	1
2117	toldbreastcancer	1
2071	toldboyfriendcolor	1
2505	toldboybaseball	1
2470	toldagentleave	1
472	toldactorscould	1
1445	togethernightlong	1
1955	togethereveryday	1
1499	tireokaykept	1
1035	tinassisterwrote	1
512	tinashusbandsuggested	1
1618	timsgirlfriendupset	1
1988	timsfamilyenjoyed	1
2821	timscleanestcountry	1
1552	timevacationamerica	1
914	timesmellydog	1
2224	timesincefit	1
435	timesdidntwant	1
75	timeplayingping	1
1489	timenightevery	1
800	timeneverwent	1
140	timeillleave	1
984	timegetnew	1
1833	timebestfriends	1
765	tiaskidsjoined	1
2516	throwworthlesstractor	1
2284	throwawayvegetables	1
1928	throatcuresworked	1
1320	thrilledspeedquiz	1
998	thrilledfiancésick	1
2282	threwwagonaway	1
2280	threwtempertantrum	1
912	threwteapotaway	1
194	threwsalvetrash	1
757	threwrestmail	1
110	threwpostertrash	1
1156	threwpineappleaway	1
278	threwpackageaway	1
60	threwkeyfather	1
2233	threwicecream	1
1947	threwgameair	1
1638	threwdogsleft	1
507	threwcupsgarbage	1
146	threwcakeaway	1
788	threwbrokentoaster	1
1798	threwbrickwindow	1
1141	threwbooksground	1
1145	threwbeadsaway	1
570	threwawaysandwich	1
1431	threwawaynever	1
2828	threwawayhat	1
703	threwawaydough	1
2569	threwawaydiary	1
1979	threwawaycoke	1
1357	threenewhomes	1
2230	threemonthvacation	1
626	threedaughterswould	1
1738	thoughtwouldntmake	1
2181	thoughtwasntskilled	1
1967	thoughttastedgreat	1
196	thoughtsetgreat	1
1048	thoughtsandcastles	1
2541	thoughtreportimportant	1
2442	thoughtovergrowngrass	1
424	thoughthikingstupid	1
1755	thoughtheadphonesoverrated	1
638	thoughtgiftterrible	1
498	thoughtfishingboring	1
709	thoughtdirtiestlake	1
1634	thoughtchildrenwould	1
2135	thoughtcerealdelicious	1
690	thoroughlyenjoyedexperience	1
1021	thinktakedance	1
1452	thinkspitbulls	1
1770	thinksfriendscome	1
120	thinkscouldnever	1
407	thinksbuslooks	1
28	thinkillstay	1
973	thingsgrandmasaid	1
758	therapisttoldmother	1
1691	theatrewatchmovie	1
267	theaterwentback	1
1094	thankedsisterrepaying	1
441	thankedbosswonderful	1
2687	thankbrokeremail	1
1251	textphoneworking	1
315	textaskingwanted	1
2775	testpassedflying	1
1624	terrifieddogsever	1
1773	terrifiedbiteds	1
162	terribletimeparty	1
518	terriblecolorloved	1
1754	tempertantrumdidnt	1
951	tellsstopharassing	1
2438	tellsloseweight	1
2600	tellerpaybills	1
2059	teethwoulddifficult	1
141	teethmadedentures	1
412	technicianinstalledviruses	1
2393	teasaucermouse	1
1295	tearsskippedrest	1
919	teaputanother	1
117	teampoorperformance	1
2608	teamnextyear	1
625	teammatessaidlet	1
767	teamdidntneed	1
2382	tealaterweek	1
515	teachingeasylexi	1
654	teachingchildrenboring	1
10	teacheryelledgirl	1
1668	teachershapedpaper	1
1312	teacherrewardedeveryone	1
1108	teacherpraisedbrians	1
1836	teacherpleasedprogress	1
634	teachergotwalked	1
941	teachergavepaper	1
1215	teachercommendedwell	1
1457	teabettercoffee	1
105	taydecidedwasnt	1
155	tastebananasundae	1
2490	tarasmotherwore	1
1343	tantrumdidntserve	1
2883	tanningboothgreat	1
193	talltreesoften	1
2421	talkedmanbecoming	1
675	takesmallcarryon	1
144	takepumpkinhome	1
853	takemirrordump	1
649	takemasstransit	1
1210	takehusbandanywhere	1
542	takegiftback	1
614	takeeveryonerestaurant	1
392	takedanceclasses	1
2560	takeanothernap	1
1240	tablecouldspeak	1
2538	swungheadaround	1
2149	swimmingcoachever	1
1679	swimdeeperwater	1
2716	swimacrosslake	1
2422	swatteddognewspaper	1
882	swampoolalone	1
799	suvdroveperfectly	1
2679	suspendedaskingquestion	1
2208	surprisedmuchtools	1
2792	surprisebirthdayparty	1
2597	surfedboardhours	1
1404	surewouldpass	1
79	suppliesneededbuild	1
1943	supervisorgaveraise	1
248	sunsraysdidnt	1
2726	summergavemoney	1
2198	sullivanshatedevery	1
1639	suggestinguglynames	1
2261	suggestedwouldmake	1
229	suggestedapplycooks	1
2306	suddenlyfeltbetter	1
1917	suddenlydecideddidnt	1
353	successfullymadepants	1
2683	studpiercinglip	1
829	studentshandthanked	1
1625	struggledweightlater	1
2395	strokespictureskyscraper	1
2432	strokedsharksfin	1
2617	strippedskivviesran	1
476	streetcornerasking	1
1082	strangesmellemanating	1
817	strangerstolenpurse	1
2129	strangerstolecoats	1
204	storetolddont	1
436	storesaksfifth	1
2123	storenextday	1
1940	storegainedseveral	1
2339	stopsuggestingugly	1
1238	stoppedwearingsocks	1
2477	stoppedplayinggames	1
1737	stoppedlikingbroadway	1
2577	stoppedeatingfull	1
581	stoppedcaringshoes	1
1809	stopbenchrest	1
1250	stopbarkingpeople	1
1194	stoodwalkedhome	1
1707	stoodstreetcorner	1
1756	stolesegasell	1
2867	stolencheckfriend	1
71	stockedfavoritesbacon	1
801	stillwasntprepared	1
1856	stilldontknow	1
16	stillcouldhome	1
1103	stereoperfectlyfine	1
1091	stepmotherold	1
857	stealgiftinstead	1
1502	stealanotherapple	1
2580	steakicecream	1
1202	stayinsteadgoing	1
2017	stayhomeplay	1
890	stayhomealone	1
344	stayedinsidecold	1
1361	stayedhomedue	1
1162	stayeddarkforgot	1
2007	starvedordernachos	1
641	startspendingfreely	1
2413	startedwearingglasses	1
2823	startedwalkingaround	1
1323	startedstealingwork	1
732	startedmakinglate	1
2817	startedjumpingjacks	1
1589	startedfeelexcited	1
1258	startedeatingfood	1
2255	starteddrivingroads	1
2028	starteddrinkingwater	1
2579	startedcominguntied	1
2688	standingfaraway	1
1414	stainedcrushedberries	1
2072	squirrelranfree	1
1078	splashedputgreat	1
2499	spinbasketballfinger	1
1862	spilledbowlhalloween	1
1015	spidergrewquite	1
522	spentweekendgardening	1
2484	spenttimefamily	1
430	spentrestday	1
2387	spentmonthssummer	1
1372	spentmoneysocks	1
1004	spentmoneynew	1
161	spentmoneyice	1
698	spentmoneyclothes	1
2164	spentdaymall	1
2405	spentafternoonreading	1
772	spendtimesmelly	1
910	spendmoneynew	1
2350	spendingtimebest	1
1219	specialhappenedday	1
2163	speakerfellroof	1
2006	spatcoldice	1
1761	soundedbetternight	1
366	sorethroatcures	1
218	soonwenthome	1
2088	soonlearnedcould	1
552	soonillbankrupt	1
2695	someonetextphone	1
347	solidbluescarf	1
262	soldprivatebeach	1
629	soldmanpiano	1
134	soldlotbought	1
1419	soldgolfclubs	1
605	soldfurnitureebay	1
1964	soldcakecould	1
1009	soldbikecar	1
1581	sodawhetherwould	1
920	soberlydirectedeveryone	1
1548	sobbedsadsongs	1
2456	sobbedquietlyfeeling	1
73	snuckbathroomwindow	1
369	smokingplacedrinking	1
1456	smithsmadbuilders	1
1061	smiledwentback	1
454	smellfreshlybaked	1
754	smellemanatingtable	1
46	smeareddirtdress	1
963	smallerfamilyexpected	1
1886	smallcarryonfly	1
1549	smallbehindjetted	1
317	sloppyusinglegos	1
1983	sleptbusstop	1
203	sleepingwholetime	1
752	slappedchiefclosing	1
2434	slammedglassstormed	1
2254	slammeddoordaniels	1
1319	skivviesranoutside	1
2427	skippedrestclasses	1
238	skippedevenfaster	1
814	skippedeconomicsclass	1
2039	sixhoursearly	1
1463	sixflagswent	1
1994	sitentirebaseball	1
1418	sisterwrotethank	1
2461	sistertookpunishment	1
116	sisterrepayinginterest	1
1353	sisterparentscongratulated	1
1041	sisterneverwants	1
2534	sisterlothomework	1
2492	sisterlawbought	1
1636	sisterinlawenjoyshard	1
2042	sisteraskedcome	1
2346	sisteralwayslate	1
2070	siprightaway	1
950	singlittletune	1
1613	singingshowtunes	1
1595	singingbandget	1
2711	singdancepracticed	1
2842	sincetireokay	1
2723	sincefatherdrunk	1
1438	sincebatterydead	1
2394	signedcompetelong	1
1484	signedanotheryoga	1
824	sickvideogames	1
575	sicilyworstplace	1
2760	shutdoorturned	1
27	shuffledoutsideget	1
621	shruggedneverpetted	1
182	showusaround	1
1230	showedhousecleaners	1
342	shovelgetrid	1
230	shoutedboysgood	1
694	shotholeopposing	1
879	shotdeermissed	1
2127	shoppinggiftmother	1
1837	shopliftnecklaceinstead	1
1600	shopacrossstreet	1
2058	shookstudentshand	1
2407	shoeswenthome	1
937	shoestoregained	1
1926	shoelacesstartedcoming	1
1466	shirtthrewaway	1
656	shirtdayprom	1
2718	shipssharedcargo	1
2647	shippassedhid	1
103	shipappearedabducted	1
1889	sharkwallstreet	1
2156	sharkboatswung	1
1131	sharkattackedocean	1
2240	sharedwineparents	1
304	shapedpaperairplane	1
295	severalbeesstung	1
2884	setgreatquality	1
1533	servingspoiledfish	1
1820	separatedneverspoke	1
1908	senttextasking	1
2151	sentsecretarywalmart	1
2091	sentkidnapperprison	1
874	sentawayimmediately	1
2830	sellpandasgave	1
184	sellmuchlemonade	1
775	segasellcocaine	1
1745	seentennisracket	1
2573	seedybackalleymotel	1
1743	secretarywalmartbullets	1
2369	secondrounddrink	1
1288	secondplatepizza	1
2033	secondplatelobster	1
1273	secondcountryjoined	1
610	searchedroom20	1
2229	seacalmday	1
243	screamowlsfright	1
167	screamedthrewbook	1
1992	screamedfacerude	1
1944	scratchedscratchingpost	1
1543	scoopedwatertook	1
823	schoollearnsupport	1
2232	schoolhourbus	1
231	schoolfeelingwide	1
160	schoolbluehair	1
2601	schedulesurgicalprocedure	1
2510	scarfthrewgarbage	1
175	scaredweightloss	1
84	sayingdidntwant	1
2404	savedenoughmoney	1
1507	satporchoutside	1
2868	satcalmlyfinished	1
1860	sarahsparentswaiting	1
2176	santabighug	1
100	sandcastlesstupid	1
18	sandcastlesmaller	1
1429	sandalsfellapart	1
2665	samssandalsfell	1
2076	samsmotherletter	1
1294	samsdogsdug	1
1136	samsdentistremoved	1
2372	saltrollrecipe	1
131	sallyswenthome	1
1327	saleswouldfun	1
1387	saksfifthavenue	1
2278	saidwouldable	1
2643	saidnothingspecial	1
1252	saidniceday	1
637	saidneedfill	1
2567	saidletteam	1
2210	saidfeetfine	1
2813	saiddidntwant	1
486	saidcompletechores	1
1298	sadwentzoo	1
1587	sadwatchingfilm	1
1525	sadtoothpulled	1
64	sadsongssang	1
2023	sadpossibilitygetting	1
996	sadpeopledidnt	1
2455	sadparentsbuy	1
391	sadoneice	1
0	sadmigraineswent	1
782	sadgowalks	1
2778	sadgettingcoupons	1
699	sadbroughtsnacks	1
2474	sacrificedchildname	1
1226	rwxforcedwear	1
1449	rushedemergencyroom	1
898	runningwentmovies	1
2018	runningawayhome	1
572	runclasspresident	1
1168	rugbyleaguesnazzy	1
2764	rudysparentsdecided	1
812	ropefinaltest	1
51	rootbeerfloat	1
538	roomsplayvideo	1
651	roomnextday	1
2855	roommatessickcoffee	1
1122	roomanybodycould	1
2586	room20minutes	1
1824	rollingstonesmusic	1
2271	rolledwentback	1
1084	rodeschoolfeeling	1
1237	roastedmarshmallowsfire	1
843	roadscompletelydry	1
1060	rippeddesignsthrew	1
2457	rightmadeparents	1
2396	rightgarbagedisposal	1
1802	ridrestchickens	1
1063	ridinghugeyacht	1
205	ridingbusevery	1
1785	ridesecondtime	1
1049	ridebiketake	1
415	riddoggot	1
770	riddledfungusinfections	1
2599	ricodecidedtake	1
831	ribbonflavorbaking	1
1360	reviewcafeyelp	1
911	returnanimalshelter	1
2871	resultsinconclusivedidnt	1
1937	restroomshouse	1
1675	restmailbox	1
2146	restdaygreat	1
746	restaurantinsteadwedding	1
1146	restaurantcomplimentedservice	1
670	restaurantatehuge	1
1857	researchedlawschools	1
1142	rescuedturtledeep	1
1835	requirementsgothired	1
379	repulsedranhome	1
276	reportsuspectedcrime	1
1461	reportimportantfriend	1
1024	reportedmasseusehealth	1
2684	rentedapartmentputting	1
828	removedteethmade	1
1528	removedphotosfacebook	1
2225	remindedmuchloved	1
599	rememberparkedcar	1
2870	remarkedtastysausage	1
1766	relishedtastebanana	1
1362	relievedsorethroat	1
2533	relievedmovedpeppermint	1
2064	relievedhurricanemissed	1
2724	relieveddogran	1
1816	releaseddogback	1
255	relaxedlaidback	1
562	rejoicedstoreclosed	1
484	reinstalledcarpetliving	1
1224	rehearsedenoughperformed	1
2304	rehabtherapistnarcissist	1
1325	refusinggettoy	1
1701	refusedwomansoffer	1
2660	refusedwearnew	1
2249	refusedwearleft	1
1026	refusedtradesandwiches	1
1877	refreshedwellrested	1
343	refersdietsoda	1
1642	referenceoldboss	1
2247	recruiterwatchedplay	1
619	recommendcompanyothers	1
1077	recklesscarelessperson	1
2774	receiveticketdisneyland	1
2201	receivedraisepromotion	1
2024	recalledneverliked	1
1182	reattachedtrainingwheels	1
2796	reasonwantchange	1
730	reallyneedcomputer	1
1845	reallylotfun	1
2539	reallyhateseating	1
1995	reallygottendog	1
2351	reallyexciteddress	1
2311	reallyenjoyedgetting	1
2134	realizeshatesfriends	1
1843	realizedplayingbaseball	1
977	realizedneverlearned	1
289	realizedmadehuge	1
233	realizedhotdogwould	1
2398	readymakechocolate	1
608	readingbookstogether	1
1521	raysdidntcare	1
373	rathereatfast	1
2513	rannextclass	1
2594	rangroupboys	1
178	ranawayterror	1
1541	raiseexcellentperformance	1
743	raffledroppedschool	1
2361	rabbithoppedaway	1
1887	quittwoweeks	1
2383	quitplayingfootball	1
367	quitneverlooked	1
168	quithighschool	1
2609	quitclassestook	1
56	quietlyfeelinglonely	1
1966	quietbookclub	1
931	puttoweldirty	1
1519	putpuddingright	1
1376	putpaleodiet	1
639	putnieceadoption	1
1750	putlargefire	1
2552	puthotdog	1
1520	putheaviestwinter	1
2420	putgreatmood	1
1314	putfinishingstrokes	1
2060	putfilterdrawer	1
1777	puteffortwriting	1
1735	putcouchcurb	1
2847	putcatnipchristmas	1
1989	putballetcostume	1
584	putapplicationwalmart	1
2827	putanotherpiece	1
2219	putanotherone	1
451	purchasedjackettwelve	1
1301	purchasecampingequipment	1
2250	punishedkidsgrounding	1
2226	punchedfriendface	1
891	pullstrayplants	1
558	pullingteethwould	1
1621	puddingrightgarbage	1
406	proudlyshowedhouse	1
696	proudchoicesmade	1
2882	programtookamount	1
535	professionaltaxidriver	1
5	privatebeachdue	1
2376	principaltookgirls	1
505	pridesatisfactionhappened	1
2520	prefertakeambulances	1
1138	preferswatchmovies	1
2294	praisedhardwork	1
282	praisedbriansperformance	1
2228	practicesingingband	1
1437	practiceddrumsevery	1
889	pouredwholegallon	1
1158	pouredteasaucer	1
2199	pouredicedrain	1
1563	pouredcontentsgarbage	1
1598	pouredbagtrash	1
710	poundstrekkingnorth	1
2584	potatoplantsbegan	1
2053	possiblegetaway	1
2259	possibilitygettingstrike	1
393	possessiontravelingmerchant	1
1471	popsiclesevertasted	1
1262	poppedballoondart	1
781	poorreviewcafe	1
1440	poolalonewent	1
2374	pollysplantsnever	1
659	policereportsuspected	1
2162	plumberarrivedronalds	1
1930	pleasedturnedoven	1
2248	pleaseddinnerturned	1
2468	playnextweek	1
54	playingpingpong	1
44	playingbaseballreally	1
1064	playgoround	1
2793	playerhardcould	1
1863	playedcatchdad	1
2191	playdrumsanymore	1
492	playcousinsdog	1
2353	playaloneroom	1
410	platepizzafries	1
921	plantsneverbloomed	1
1434	plantsbegansprout	1
1181	plannedvisitnew	1
2719	planegodestination	1
485	planebannersaid	1
2627	placedstooldeck	1
271	pizzaonesitting	1
2540	pizzalongtime	1
234	pizzafeltbetter	1
1149	pitbullsmake	1
751	pinkthankedhelp	1
2380	pingponggrandpa	1
2126	pinchsaltroll	1
207	pinchednoseconstantly	1
2522	pilotslicensenext	1
2417	pilgrimsboughtmany	1
1687	pieputfeeder	1
2811	pieeveryday	1
2104	piecegumhair	1
1503	pieblueribbon	1
1482	pictureniceframe	1
582	pickwildflowersside	1
1198	pickedunicorncake	1
1018	phonedidnttexts	1
1799	phonecallsstrangers	1
293	phonebatterydied	1
143	pettedapologizedstepping	1
383	personbacktells	1
613	performgymnasticsmom	1
76	perfectlypointforward	1
2098	peopletryinghello	1
1555	peoplesmokecar	1
1895	peoplelikeddrum	1
2788	peoplefoundinvigorating	1
721	peopledidntlike	1
2509	peopledancedwell	1
1071	pearsoneday	1
2180	paypowershut	1
1421	paulasmothertook	1
832	patswristnever	1
523	pasttheaterwent	1
2738	passwithoutincident	1
211	passedflyingcolors	1
815	parkedcarparking	1
345	parisbuyhandbag	1
2535	parentswishedthree	1
423	parentswaitingflowers	1
352	parentsthrewaway	1
1696	parentsstolekey	1
1585	parentssaidcomplete	1
1291	parentsrushedemergency	1
477	parentsrefusingget	1
500	parentsraisedallowance	1
1336	parentsquiteashamed	1
668	parentsproudbehavior	1
2101	parentsleftboy	1
1473	parentsfeltproud	1
11	parentsdecidedget	1
677	parentsboughtpurple	1
2171	paperwentbed	1
2047	paperboughtreasonable	1
439	pantrygotdog	1
1565	panicattacktoday	1
397	pamsfriendswont	1
190	pamsfavoritestore	1
20	pairwentpick	1
1380	pairjeansever	1
2137	paintingturnedbright	1
2093	paintcoloredhair	1
1583	painambulancelate	1
31	paidchef500	1
719	packedbagbought	1
2425	ownerscamehome	1
2485	overjoyedopenedfridge	1
1523	overgrowngrassrustic	1
50	ovenlongburned	1
2174	ovenheathigh	1
2604	outsideplaybaseball	1
1904	outsidelookdog	1
692	outsidegetmail	1
171	outsidedecidedget	1
2130	ordernachosreached	1
1052	orderedveggieburger	1
2858	orderedsecondplate	1
99	orchardstealanother	1
2735	optometristgavecomfortable	1
1564	opposingfloatsank	1
1068	openscoffeeshop	1
1389	openinglawnmowing	1
1256	openeddoorwalked	1
2239	openeddoorinvited	1
624	opalsbetteraunts	1
748	onlineresearchedlaw	1
413	onewithoutever	1
1190	onesharedconcern	1
2358	onerappersroadies	1
2879	onemicrowavedefrost	1
2183	onelookdidnt	1
1527	onekittenhome	1
2099	onekidscreamed	1
1006	oneicedrinks	1
