InputStoryid	0	story	rightanswer	wronganswer	cogcomp	jonbean	lizhongyang	mflor	msap	niko	rocnlp	roemmele	sjtuadapt	tbmihaylov	teampg	teamukp
6e5cfaaa-d743-4cb8-8563-98c4ce46051e	0.2	Sara really wanted a new dress for prom. However she could not afford one. She decided to make her own. She gathered the materials and set to work.	Sara had no skills and the dress was a mess.	Sara successfully made some pants.	0	0	0	1	0	0	0	1	0	0	0	0
d0a173d8-fa27-4dd6-aee5-aca3bdb2c30d	0.2	Kate had math homework that she needed to do. She sat at the table and tried to focus. She avoided distraction by turning off her phone. Kate worked for two hours.	Kate was glad that she could remain concentrated.	Kate wished she had someone to text on her phone while working.	0	0	0	0	0	1	0	0	0	1	0	0
37e9b5cf-cdcd-4a7f-916f-0ff59454b678	0.2	Sue had a sore throat. She didn't know what to do. She took cough drops and that didn't work. She made hot tea, and that didn't stop the soreness.	Sue made an appointment with the doctor as a last resort.	Sue was relieved that her sore throat cures worked.	0	0	0	1	0	0	0	1	0	0	0	0
b5d9fea0-b4fd-4550-a158-636f5bb7216f	0.3	I just became a certified personal trainer! I have been working at this for Years. My wife took me out to dinner to celebrate. I told her at dinner all the plans I have to bring on clients.	We spoke and ate for two hours.	I left the table before she could speak.	0	0	0	1	0	0	0	1	0	1	0	0
fa5b1ef3-49f9-48fa-ad34-0d27fa665d37	0.3	Sleep is precious. Most nights, I only get a few hours. Last night the kids were up six times. I only got an hour of sleep.	I was tired all day.	I felt refreshed.	0	0	1	0	0	0	1	0	1	0	0	0
2aedec7e-e5bd-4d3b-8e15-28c6bc0895ba	0.3	Gina was bored in detention. She decided to text her friend Mary across the room. She knew the mean teacher wouldn't approve. She kept her phone in her purse to hide it from the teacher.	Mary texted back.	Gina then texted her teacher.	0	1	0	0	0	1	0	0	0	0	0	1
42007166-f31e-4f2f-a0b2-0ce3a9327012	0.3	Gina and her friends were feuding. She was the only one who was an outcast. The other girls were getting along great. Gina kept her head down and kept working.	Gina was depressed because her friends were ignoring her.	Gina had the best day of her life.	0	0	0	0	0	0	1	0	0	1	1	0
de97e427-f428-4b4e-80e6-b22b80a9f3f1	0.3	Johnny thought Anita was the girl for him, but he was wrong. He invited her out but she said she didn't feel well. Johnny decided to go to a club, just to drink and listen to music. At midnight, he looked back and saw Anita dancing with another guy.	Johnny did not ask Anita out again.	Johnny wanted to ask Anita out again.	0	0	0	1	0	1	0	1	0	0	0	0
af13ddb0-9880-4224-ba98-d2d57e8a4e68	0.3	Harold wanted to see his favorite band in concert. When they finally came to town, he bought a ticket. He entered the concert hall and found a good place to stand. The band played for three hours.	Harold's feet hurt after the concert.	Harold left disappointed that his band never showed up.	0	1	0	0	0	0	0	0	0	1	0	1
acb6f580-cb05-4947-8e7c-d58310d392dd	0.3	I was really excited about the Jimmy Buffett concert. My friend Jeff was going to come pick me up at 6 in the evening. But I was feeling sleepy, and took a little nap about 4 o'clock. When I finally woke up it was nearly 8 o'clock at night!	I was so disappointed that I missed the concert.	I was glad that I caught up on my sleep.	0	1	0	0	0	1	0	1	0	0	0	0
5de1b155-94c8-4a02-9b69-05c10bd36611	0.3	Jim went out to eat. He ordered the stake. He ate it up with a smile. However, he could not pay the sixty dollar bill.	He spent the rest of the evening washing the restaurant's dishes.	Jim only had eighty dollars.	0	1	0	0	0	0	0	0	0	1	1	0
1e74ed6b-b477-492b-b349-ca2b12361eff	0.3	One day Alice decided to climb the tallest tree in her yard. She got to the top, but was too scared to climb back down! Alice's dad had to get the ladder to climb up to get her. They made it safely to the ground, but Alice learned a big lesson.	Alice decided to not climb the big trees anymore.	Alice decided to climb tall trees more often.	0	0	1	0	0	0	1	0	1	0	0	0
ae2bcb8d-4386-46df-bd89-74045008069e	0.3	Jane wanted to get healthy, but cleanses were too harsh. She bought a green juice powder online. She drank the drink everyday for 2 weeks and ate lightly. Although it was tough Jane stuck with it for a month.	Jane had discipline.	Jane had little discipline.	0	0	0	0	0	0	1	1	0	0	0	1
bb2ffab3-7c21-4c97-a85d-f148f9c753f1	0.3	Amy was 14 Year's old. She was starting to feel like an adult. She explained this to her friend Lynn, as Lynn sat on a swing. Lynn didn't care.	Lynn continued to swing.	Lynn wanted Amy to tell her all about being an adult.	0	0	1	0	0	0	1	0	1	0	0	0
4b79dfd7-81a1-4e53-9689-c1210cbbc576	0.3	Sam decided to go skateboarding on the street. Sam was doing well until a car swerved in front of him. Sam fell and broke his arm. Sam went to the hospital and his arm was put in a cast.	All his friends thought his cast was cool.	He refused to wear it and left the hospital.	0	1	0	0	0	0	0	0	0	1	0	1
7b6bdd52-ec12-4f9c-83d1-e4fb4b7021aa	0.4	Gina and her friends were all talking about the new boy. He had arrived at the school today and received a new desk. Now all the students in the class wanted new desks. But there weren't enough.	They were jealous of the new boy!	The new student had glasses.	0	1	0	0	0	0	0	0	0	1	1	1
c95a3418-908a-4395-97f2-e7e8d5453a15	0.4	My dog was walking stiffly in the cold. So, we took him to the vet. Upon examination, the vet diagnosed him with arthritis. Now my dog takes medication.	He has been managing it well.	We don't need to give him medication.	0	1	0	0	0	1	0	0	0	1	0	1
59bf9fb5-3033-4429-8fad-9e284377516e	0.4	Today is Hope's Birthday. She jumps out of bed excited. She rushed to the bathroom to take a shower. After her shower, she gets ready.	Hope is having breakfast with her family.	Hope is expected to celebrate her birthday alone.	0	1	1	0	0	0	1	0	1	0	0	0
f483608d-7386-48d1-8a13-25ff95a71c78	0.4	Ted was seated at the bench at the airport, awaiting his flight. A family approach Ted and asked him if he could watch something. They asked him to watch a large box while they looked for their kid. Ted apologized and got up quickly and walked away.	The family thought Ted was very rude.	The family thought Ted was very nice.	0	0	1	0	0	0	1	1	1	0	0	0
5babb0d1-d30f-467d-9e3b-c9725b7e175f	0.4	Gina grabbed a funeral program and took a seat. The actual funeral didn't start for another 30 minutes. Gina just wanted it to be over. She wanted to get away from the body as fast as she could.	Gina did not like funerals.	Gina enjoyed funerals.	0	0	1	1	0	0	0	0	1	0	1	0
6597de27-1378-44ec-9bd4-8f965ec77b32	0.4	Bob was bored in his cubicle. He had been working so hard this past month. He decided to treat himself with something special. He ordered tickets for a weekend snowboarding trip.	He was looking forward to getting away.	He had so much work to do over the weekend.	0	0	0	0	0	1	0	1	0	1	0	1
bff55ed2-bf60-481d-9d53-40cf89a348ad	0.4	Jo's mother was in prison. Jo went with her grandmother to see her mother at the facility. They sat at a table, ate snacks, and talked. Jo asked her mother when she was coming home.	Her mother said that she didn't know.	Jo's mother punched her in the face.	0	1	0	1	0	1	0	0	0	0	0	1
55d7dfbd-4320-4660-b940-f409c4097533	0.4	Jenny sat down to open her Easter eggs. She had collected them during the church Easter egg hunt. She counted 14 eggs. Some had little candies or stickers inside.	Jenny was very happy with the contents of her Easter eggs.	The eggs were empty.	0	0	0	1	0	1	0	1	0	0	1	0
61d1df75-b64c-485d-9599-0dd7f8809433	0.4	Franny did not particularly like all of the immigration happening. She thought immigrants were coming to cause social problems. Franny was upset when an immigrant moved in next door. The immigrant, Sal, was kind and became friends with Franny.	Franny learned to examine her prejudices.	Franny ended up getting deported.	0	1	0	1	0	1	0	0	0	0	0	1
abfa88a3-e73c-469d-843b-ca6917206b18	0.4	Tom rolled his wagon. The wheels then fell off! Tom started crying! Tom's dad fixed the wheels.	Tom's dad was always there for Tom.	Tom's dad was not helpful ever.	0	0	1	0	0	0	1	0	1	0	1	0
561e81b2-6b07-4e26-9b50-1260e6a54a15	0.4	Kate and Greg went to a little candy shop together. They looked around at their options and made their choice. They went up to the cashier and said what they wanted. The cashier, with unwashed hands, bagged the candy without gloves.	Afraid of germs, Kate and Greg threw the candy in the trash.	Kate and Greg licked the candy gleefully.	0	0	1	0	0	1	0	1	1	0	0	0
fc5213af-b500-4797-af61-60d4a9c49219	0.4	Rob needed some suits cleaned. He went to a new cleaner that opened near his house. It was a bit pricey but he hoped they would do a good job. A few days later he got his clothes back still dirty.	He requested to have his money refunded from them.	He was happy with the new cleaners.	0	1	0	1	0	0	0	1	0	0	0	1
81083e26-55c8-4f23-8abe-a3637c720cc8	0.4	Becky's grandmother had promised her a special book. It had been handwritten by her great-grandfather. When Becky's grandmother died, her cousin took the book! Becky was very angry and wrote her cousin a plaintive letter.	Her cousin then mailed her the book back.	Becky and her cousin both had copies of the book.	0	0	0	0	0	1	0	1	0	1	0	1
c8e4d477-c9bf-42cf-8845-122af3bbf653	0.4	Samantha went to the park in the morning. She went to walk her dog. Her dog pooped on the grass. Samantha forgot to carry a plastic bag.	Samantha looked around and left.	Samantha bagged the poop.	0	0	0	1	0	1	0	0	0	1	1	0
c00a9e8f-bcb9-4d96-872e-9b99b397cc3b	0.4	Penny went to the arcade to play his favorite game. He put 2 quarters inside the pacman machine. He played vigorously until his hands hurt. The game made a sound when he beat the last level.	Penny loved gaming.	Penny was not very competitive.	0	0	1	1	0	0	1	0	1	0	0	0
502b9c29-ca21-4333-a686-a04d37a581dc	0.5	It was Jane's 2nd date with Jack. As she waited for him to arrive her mother asked when she would return. Jane avoided answering her mother's questions. She was relieved to finally see Jack pull into the driveway.	She opened the door and left.	Jane's mother was very happy with her.	0	0	0	1	0	1	0	1	0	0	1	1
f1b0f190-9024-4108-add8-51f657b4e7f5	0.5	Stacey was going to the store. Her mother told her to take an umbrella just in case. Stacey said it wasn't necessary. Sure enough it started to rainy while she was at the store.	She wished she'd listened to her mother's advice.	She blamed her mom for not warning her about the weather.	0	1	0	1	0	1	0	0	0	1	0	1
dcd98c8c-7af3-4b43-a3a1-5edabeb1453b	0.5	An office worker booted up her computer. She intended to do her quarterly reports. No matter how much she clicked, though, she could not open programs. Despair settled over her like a pea-soup fog of misery.	The office worker knew it was going to be a long day.	The office worker began to sing a happy little tune.	0	1	0	1	0	1	0	1	0	0	1	0
37fc84a7-73f0-44b0-9503-c2bbd258b84d	0.5	Kate went on her very first date with Rich. They went to a steakhouse, but Kate was a vegetarian. Rich spent the whole night talking about himself. At the end of the date, he asked Kate to pay for her dinner.	Kate decided to not date rich again.	Kate had a great time on the date.	0	1	1	0	0	0	1	1	1	0	0	0
228b3ab7-47c8-4b09-ba30-fbd57a721b0a	0.5	John is afraid to commit to Yohanna. She asked to be married by the fall. John insisted that their finances weren't right. Later that month Yohanna decided to plan a wedding herself.	John is getting nervous.	John went to find a wedding planner instead.	0	1	0	1	0	1	0	0	0	1	0	1
4c5132f6-9bed-4b7d-9e05-53f1f65a0e57	0.5	Nell saw a girl with a cast on her arm at the park. Nell's mom watched as her daughter made a new friend. Later, Nell brought the girl over to show her mom something. Nell had smeared dandelions on the cast to paint it yellow.	Nell's mom thought it was very nice.	Nell's mom smeared more dandelions on it.	0	1	0	1	0	1	0	1	0	1	0	0
befdceb8-d3cc-49a0-9c4f-55d8b9a717f9	0.5	My senior dog is limping on his front right paw. I took him to a veterinarian to get checked out today. The veterinarian performed diagnostic tests on my dog. The tests show result showed that my dog has arthritis.	I feel bad for my dog.	I am happy for my dog.	0	0	0	1	0	1	0	0	0	1	1	1
6e2d6ff9-34cb-463e-8aad-491e346a0b58	0.5	Ana was walking home from school one afternoon. She was texting on her phone as she walked. Not paying attention, And walked right into a telephone pole! She split her lip open quite badly.	Ana also got splinters in her lips!	Ana went to get a metal stud piercing for her lip.	0	1	0	0	0	1	1	1	0	1	0	0
c7944b19-ba00-4fa4-9ebf-af7f044c0e5c	0.5	Kim's friends invited her to the beach. But she was too embarrassed to to wear a bathing suit. Kim looked at herself in the mirror and cried. Kim went to the beach but decided not to go swimming.	Kim had body image issues.	Kim loved her body shape.	0	1	0	1	0	1	0	0	0	0	1	1
621de5e6-4606-4dda-8630-e522d2351f64	0.5	There was a mysterious sound from Bob's basement. He took went to the steps and flicked the light. The bulb flickered on and then off quickly. Bob gave up on the light and went down to investigate.	It was very dark and spooky.	Bob enjoyed his time in the pool.	0	1	0	0	0	1	0	1	0	1	1	0
3d619bbf-1eb9-4331-a05a-89f7600aaf69	0.5	When Mark was 7, he got a pair of glasses. He loved the glasses because he could see clearly. He went to school and other kids made fun of him. Mark stopped wearing his glasses.	Mark was embarrassed.	Mark started wearing the glasses.	0	1	0	0	0	1	0	1	0	1	0	1
fea165eb-d8fa-487b-8c0c-a335f151ad2e	0.5	Lori was drunk one night. Her friends convinced her to get a tattoo. She picked a random one off the wall. The next week it got infected.	She immediately confronted the tattoo artist.	She decided to get another tattoo.	0	0	1	0	0	0	1	0	1	1	0	1
25a8d9a5-b529-4be1-ae06-cde5e48b2a2a	0.5	Tia decided to make an ice cream sundae. She got all the ingredients together. She put the ice cream in a bowl. After that, she added the toppings.	Tia couldn't wait to try the sundae.	Tia gave it to her boxer.	0	0	0	1	0	0	1	1	0	1	1	0
758bfe67-dfe7-4908-93fa-d5825f703f96	0.5	I was playing football with friends. We set up in our positions. When the game began, I was tackled. I hurt my knee and screamed.	My friends stopped playing to help me off the field.	I got back up to finish the game.	0	0	0	0	0	1	1	1	0	1	0	1
45ff55e6-4e35-4dbb-8b58-db56dfb68db1	0.5	Thomas would pick on smaller kids at recess with his friends. He did this to try to be cool and fit in with his friends. One day, Thomas hurt himself badly on the playground. His friends left him, but one of the smaller kids helped patch him up.	Thomas became friends with the smaller kid.	Thomas was grateful his friends were so loyal.	0	0	1	0	0	0	1	0	1	0	1	1
2a250f76-2cf7-4f6f-aa36-4bcbcfb56c2c	0.6	Joel inhaled deeply as his part in the jazz concert approached. He began to play his saxophone, concentrating as hard as he could. Joel managed to make it through his part without any mistakes. He looked up into the crowd.	The crowd cheered.	The crowd booed.	0	1	1	0	0	0	1	0	1	1	1	0
8b288aad-1884-42a5-a026-28ba8e277b51	0.6	I did not drive until I was 26. I lived in the city and used bikes or mass transit. My brother urged me to get a driver's license. I took courses and passed the road test.	I find driving much more convenient than bikes and mass transit.	I now ride my bike or take mass transit to get around.	0	1	1	1	0	0	1	1	1	0	0	0
dde98c28-b82a-4b83-a88b-b57e6ff4e351	0.6	My parents split up. My dad went out of state to work. He met a new girl. they fell in love.	They got married and had nothing further to do with me.	They both congratulated me on my marriage.	0	1	0	1	0	0	1	0	0	1	1	1
5ca3e69b-e8ef-4bbb-87f5-1a8736a9e9a4	0.6	Jill was in class nervous. She had a question for the teacher. She was afraid to ask. She finally got the courage to ask the question.	Jill asked her question.	Jill was suspended for not asking her question.	0	1	1	0	0	0	1	0	1	0	1	1
81607ad0-83c4-4c23-ad7c-789a149d97c8	0.6	Janet was excited to get some pancakes. Her favorite fast food joint served them all day. She went there after work. When she got there they told her they were out.	Janet had a huge look of disappointment on her face.	Janet was happy about that.	0	1	1	0	0	1	0	0	1	1	0	1
86178f58-f674-42bc-91f8-23038c98197a	0.6	Jill's dad took her to pick out a kitten. There were two in the cage. She couldn't leave one behind. Her dad agreed.	Jill and her dad took both kittens home.	Jill and her dad took one kitten home.	0	0	1	0	0	1	1	1	1	1	0	0
6559a4c5-8670-4bc3-bb50-b4744bfc4d90	0.6	Tyler bought a boomerang and went to an open field. He tried to toss it but it never came back. Tyler adjusted his form and threw it very hard. The boomerang began to return but still failed.	Tyler decided to practice.	Tyler decided he was a natural at this.	0	0	1	1	0	0	1	0	1	0	1	1
4e1602c8-7c9f-4c74-af44-86e7c4353dd8	0.6	Margaret had a favorite teddy bear. One day, her dog tore it apart. Margaret was heartbroken. Her mother got to work sewing the bear back up.	Margaret cherished the repaired bear.	Margaret wasn't happy the bear survived.	0	1	1	0	0	1	0	0	1	1	0	1
053d6f31-6989-4aee-bfda-01d5b52c6bc3	0.6	When I was young I hated mowing the lawn. As I got older I never really liked it any more. Now that I have my own kids I make them mow the lawn. They hate it too.	I'm sure their kids will hate mowing lawns as well.	My kids and I are opening a lawn mowing company.	0	0	1	1	0	0	1	1	1	1	0	0
cb0706e2-c8dc-4d77-a423-8e9d3a346445	0.6	Samantha was happy to go away for the summer. She told all of her friends that she was going to Hawaii. At the last minute her brother gets sick. Samantha vacation was cancelled.	Samantha was so disappointed!	Samantha was ecstatic!	0	1	1	0	0	0	1	1	1	1	0	0
ac4f9f45-210f-458b-9726-bc768ff67552	0.6	Carla wanted to eat a hot dog after class. But the food truck that was usually on her campus wasn't there. She found out that it moved to another location on the campus. It was such a long walk from her class.	Carla decided to eat somewhere else.	Carla wasn't hungry.	0	0	1	1	0	0	1	1	1	0	1	0
b2a5bd85-ebaf-49f0-be67-f2a7a339cfe3	0.7	Agatha loved to bake cookies. One day she put a batch in to bake. However, after twenty minutes, there was no scent of cookies baking. She went to see what had happened.	Agatha found the oven was turned off.	Agatha found the oven heat was too high.	0	1	1	0	0	1	1	0	1	1	0	1
f9ac6868-8a06-4c85-84b6-d2b325870789	0.7	Gina got on the bus and watched the door for her friend Tami. She hoped they would walk to the bus together, but they hadn't. Tami had stayed and was talking to the girls who no longer liked Gina. And this worried Gina.	Maybe Tami wouldn't be her friend anymore.	Gina broke into a song.	0	0	1	0	0	0	1	1	1	1	1	1
83384dff-3f1d-45d3-be79-98d9e200d06c	0.7	Francisco often feels bored and lonely on Sunday mornings. While he is busy all week with work, on Sundays he doesn't see people. Today, Francisco decides to go to a nearby coffee shop to read. As he sips coffee and reads his novel, he feels less lonely.	Hearing conversations around him perk up his mood.	He wishes he were alone.	0	1	1	0	0	1	1	1	1	1	0	0
4c70ef85-39c9-40b5-b8c2-ed583a4fec32	0.7	Petey held the high score in the pizza parlor's arcade cabinet. It was a campaign fighting game from the 80s. One day Petey went in and the machine was gone. The staff informed him that it had broken down.	Petey was so disappointed that the game was gone.	Petey was very happy that the game was gone.	0	0	1	1	0	1	1	1	1	0	1	0
a37ad9e7-ffed-466f-bd1b-bfd0fca5ac5e	0.7	A mariachi band decided to take a road trip. Only the vihuela player had a car. It couldn't fit everyone's instruments. Crestfallen, the band went to a movie instead.	Everyone was very disappointed.	Everyone was very pleased.	0	0	1	1	0	1	1	1	1	0	1	0
291b76d1-be06-4b41-a7aa-a1c1d549e2a9	0.7	A heterosexual couple approach the checkin desk at a hotel. The woman excuses herself to go to the bathroom. A second man walks up to the desk and stands next to the first. The concierge assumes the two men are together.	The men realize the concierge's mistake and laugh uncomfortably.	The men fall very much in love and get married.	0	0	1	1	0	0	1	1	1	1	1	0
6b46da01-f7a3-4fb0-9548-d18a420bb36d	0.7	Susie drives a long way to work everyday. She noticed a dark spot where she parks in the driveway. Since she was concerned, she took her car to a mechanic. The mechanic told her that she had an oil leak.	Susie started thinking about getting new car.	Susie was excited by the great news.	0	0	1	1	0	0	1	1	1	1	1	0
afa82e75-50cc-4e27-a03b-036544083db9	0.7	Sigmund could not help but read too deep into everything. His friend told him about one of his dreams concerning a bird. Sigmund told his friend that he must feel trapped and desire escape. His friend found this unpleasant, and distanced himself from Sigmund.	Sigmund learned to keep some thoughts to himself.	Sigmund and his friend moved in together as roommates.	0	1	1	0	0	1	1	1	1	1	0	0
78ed76d7-fabc-42a0-af4e-d85e4d6bf1d9	0.7	Linda went to a special retreat to relax. On the first day, she was weirdly told to wear a white robe. Everything they did was in unison and things were getting strange. She said this was not a retreat but a cult following.	Linda left as soon as she could.	Linda had a lot of fun.	0	0	1	1	0	1	1	1	1	1	0	0
c872d8ad-93fb-4607-9d4f-506250b5e3a3	0.7	I was buying a magazine the other day. The price came out to more than I had. It was off by only a few cents. The stand didn't accept debit cards.	The news agent told me to give him the rest of the money later.	I was so embarrassed when I vomited on the sidewalk.	0	1	1	0	0	0	1	0	1	1	1	1
9668bb15-7559-4172-8b58-a9e9380c0bd9	0.7	Jon decided to go to the pawn store. He found a bornite-coated chalcopyrite crystal. He bought it for three thousand dollars. Later, he figured out that he was scammed by the pawn clerk.	Jon was extremely upset that he had been scammed.	Jon became friends with the pawn clerk.	0	1	0	1	0	1	0	1	0	1	1	1
6397edb3-5e65-4bd9-92a4-90611f2e0a98	0.7	When Stanley was driving, there was a car on the adjacent lane. When both cars made a turn, his car remained on the right lane. However, the other car ended up colliding with him. The cars were hit from the front part.	Stanley was very upset.	Stanley felt grateful.	0	1	1	1	0	0	1	1	1	0	1	0
c44067aa-a52a-46a3-8e51-65655e013e07	0.7	Tina wanted to play a prank on her sister. Tina set her sister's alarm clock 3 hours ahead. The next morning her sister got up 3 hours early. When she realized what had happened she was very mad.	Tina's sister vowed to get even.	Tina's sister wrote her a thank you card.	0	0	1	1	0	0	1	1	1	1	1	0
7247dc6e-3981-4977-b199-b056141d6ea6	0.7	Tim didn't like school very much. His teacher told him he had a test on Friday. If he didn't pass this test, he could not go on the class trip. Tim decided to play with his kites instead of study for the test.	Tim was unprepared and failed the test.	Tim aced the test and passed with flying colors.	0	0	1	1	0	1	1	0	1	1	0	1
daa9b825-d843-4b00-84ad-4f7e1078b01c	0.7	Vanessa hired a babysitter that liked to snoop. She snooped in makeup drawers. She snooped in jewelry boxes. She snooped in medicine cabinets.	Vanessa caught her snooping, and fired her.	Vanessa gave the babysitter a raise.	0	0	1	0	0	1	1	1	1	1	1	0
97f81271-70c7-4335-9074-65a0d92cdf73	0.7	One day, my wife's sister came over to the house to show us her puppy. She told us that she had just gotten the puppy across the street. My sons begged me to get them one. I told them that if they would care for it, they could have it.	My son said they would, so we got a dog.	We then grabbed a small kitten.	0	1	1	1	0	0	1	0	1	1	1	0
00414330-963a-4b44-99e1-bb5d0f99d4ad	0.8	Holly is pregnant. She's scared because she doesn't know if she is ready to have a child. Nine months later her child is born. Holly looks at her newborn son and sees how much she loves him.	Holly knew that she was meant to have a child.	Holly decided to give the kid up for adoption.	0	1	1	1	0	1	0	0	1	1	1	1
8310a1c6-1501-45e3-b5d8-7a5c5df56043	0.8	Jan was having a birthday trip in Hawaii. She was super excited to have some fun. Her best friend Kristin was disappointed she was not invited. Kristen tried asking Jan if she could be invited.	Jan told Kristen she did not want her to come on the trip.	Jan decided not to invite anyone on her birthday trip.	0	1	1	1	0	1	1	0	1	0	1	1
1953e68d-f7cc-42b1-a458-6b19ac3acc57	0.8	We decided to take a trip today. The sky was cloudy and it was cold. We started driving and the rainy started pouring. We had to pull over because it was raining so hard.	After an hour the rain cleared and we started driving again.	When we started driving again the roads were completely dry.	0	1	1	0	0	1	1	1	1	1	0	1
22c13f53-8712-446e-b32a-30fcd8d06d3e	0.8	Ever since junior college, Charles has been following rules. He never drinks and drives. But he met a girl in a bar yesterday and she wanted to drink with him. Then she wanted to go back to his apartment.	He broke his rules and drove her home.	Charles was a very reckless careless person.	0	0	1	1	0	1	1	1	1	1	1	0
bb2b778e-3574-4a23-b6a9-25be054a1ee6	0.8	Neil was visiting Scotland. He was backpacking, so he had little money. But then he found a city called Glasgow. There, he found cheap hostels and inexpensive food.	Neil had an excellent vacation.	Neil had a great vacation in Mexico.	0	1	1	0	0	1	0	1	1	1	1	1
f05ad22a-ba97-4268-b033-9a424a17160b	0.8	Sandy recently lost her job. As a consequence, Sandy could not pay her mortgage. After several months, Sandy's got some bad news. Sandy was told her house was being foreclosed on.	Sandy lost her home.	Sandy bought three new homes.	0	1	1	1	0	1	1	0	1	0	1	1
